"Date","Time","F_Record","FILENAME","SITENAME","USERID","FAULTCODE","SpCond","F_SpCond","Sal","F_Sal","Depth","F_Depth","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","fDOMQSU","fDOMRFU","pH","F_pH","pHmV","BATTERY","Temp","F_Temp","Turb","F_Turb","WIPERPOSITIONVOLT","ChlorophyllRFU","ChlFluor","F_ChlFluor","PHMV"
2025-07-01,"15:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.716","0","35.45","0","2.275","0","87.7","0","5.8","0","10.69","3.47","7.88","0","-68.4","5.85","26.283","0","899.02","0","1.218","1.06","4.33","0",""
2025-07-01,"15:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.664","0","35.41","0","2.229","0","89","0","5.86","0","15.91","5.21","7.88","0","-68.6","5.86","26.495","0","3.26","0","1.225","1.08","4.4","0",""
2025-07-01,"16:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.671","0","35.41","0","2.182","0","85","0","5.59","0","12.92","4.21","7.86","0","-67.7","5.86","26.679","0","8.62","0","1.234","1.02","4.15","0",""
2025-07-01,"16:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.658","0","35.39","0","2.145","0","89.2","0","5.85","0","11.67","3.79","7.88","0","-68.4","5.85","26.826","0","4.26","0","1.234","1.02","4.16","0",""
2025-07-01,"16:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.634","0","35.37","0","2.102","0","83.2","0","5.44","0","12.08","3.93","7.87","0","-68","5.86","26.965","0","4.14","0","1.215","0.84","3.43","0",""
2025-07-01,"16:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.654","0","35.39","0","2.059","0","87.9","0","5.75","0","11.56","3.76","7.87","0","-68.3","5.85","26.957","0","3.98","0","1.219","1.07","4.35","0",""
2025-07-01,"17:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.685","0","35.41","0","2.017","0","92.8","0","6.07","0","11.19","3.63","7.88","0","-68.7","5.86","26.976","0","4.5","0","1.234","1.17","4.76","0",""
2025-07-01,"17:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.841","0","35.54","0","1.972","0","90.2","0","5.94","0","9.08","2.93","7.91","0","-70.5","5.86","26.54","0","3.62","0","1.233","0.57","2.35","0",""
2025-07-01,"17:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.724","0","35.44","0","1.93","0","85.3","0","5.58","0","11.03","3.58","7.87","0","-68.2","5.85","26.906","0","3.52","0","1.223","0.89","3.62","0",""
2025-07-01,"17:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.642","0","35.38","0","1.891","0","83.7","0","5.47","0","12.04","3.92","7.85","0","-67","5.86","26.964","0","3.48","0","1.222","0.7","2.86","0",""
2025-07-01,"18:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.642","0","35.38","0","1.849","0","89.1","0","5.82","0","11.77","3.83","7.86","0","-67.5","5.85","26.994","0","3.21","0","1.221","0.99","4.04","0",""
2025-07-01,"18:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.644","0","35.38","0","1.813","0","89.4","0","5.84","0","11.72","3.81","7.86","0","-67.6","5.86","26.964","0","3.72","0","1.215","1.21","4.94","0",""
2025-07-01,"18:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.664","0","35.4","0","1.775","0","88.3","0","5.78","0","11.46","3.73","7.86","0","-67.5","5.86","26.846","0","3.42","0","1.215","1.17","4.78","0",""
2025-07-01,"18:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.686","0","35.41","0","1.736","0","90.8","0","5.95","0","11.43","3.72","7.87","0","-68","5.85","26.811","0","3.66","0","1.217","1.36","5.54","0",""
2025-07-01,"19:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.871","0","35.55","0","1.704","0","94.4","0","6.17","0","10.06","3.26","7.89","0","-69.4","5.86","26.999","0","4.03","0","1.233","1.28","5.22","0",""
2025-07-01,"19:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.786","0","35.49","0","1.667","0","91.9","0","6.04","0","10.21","3.3","7.89","0","-69.2","5.85","26.609","0","4.38","0","1.231","1.55","6.29","0",""
2025-07-01,"19:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.84","0","35.53","0","1.629","0","92.3","0","6.06","0","10.26","3.32","7.89","0","-69.1","5.85","26.725","0","4.25","0","1.221","1.54","6.25","0",""
2025-07-01,"19:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.904","0","35.58","0","1.597","0","93.2","0","6.1","0","9.75","3.15","7.9","0","-69.7","5.86","26.868","0","4.52","0","1.216","1.51","6.16","0",""
2025-07-01,"20:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.993","0","35.64","0","1.58","0","94.3","0","6.17","0","9.37","3.02","7.91","0","-70.3","5.85","26.87","0","5.04","0","1.219","1.43","5.83","0",""
2025-07-01,"20:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.938","0","35.61","0","1.558","0","93.7","0","6.16","0","9.43","3.04","7.9","0","-69.8","5.86","26.552","0","4.59","0","1.232","1.56","6.34","0",""
2025-07-01,"20:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","54.108","0","35.73","0","1.545","0","92.7","0","6.08","0","8.98","2.89","7.91","0","-70.2","5.85","26.633","0","4.77","0","1.227","1.47","5.97","0",""
2025-07-01,"20:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","54.195","0","35.83","0","1.549","0","92.2","0","6.15","0","7.5","2.4","7.93","0","-71.7","5.85","25.592","0","5.08","0","1.217","1.76","7.15","0",""
2025-07-01,"21:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","54.255","0","35.89","0","1.556","0","89.5","0","6.06","0","6.44","2.05","7.95","0","-72.7","5.85","24.69","0","4.77","0","1.217","1.89","7.68","0",""
2025-07-01,"21:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","54.192","0","35.85","0","1.577","0","90.5","0","6.18","0","6.51","2.07","7.96","0","-72.9","5.85","24.253","0","4.65","0","1.223","1.92","7.82","0",""
2025-07-01,"21:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","54.071","0","35.76","0","1.61","0","91.5","0","6.24","0","6.95","2.21","7.96","0","-72.9","5.85","24.4","0","4.41","0","1.225","2.14","8.69","0",""
2025-07-01,"21:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.887","0","35.62","0","1.651","0","92.4","0","6.27","0","8.17","2.62","7.95","0","-72.8","5.85","24.702","0","5.36","0","1.227","2.22","9.03","0",""
2025-07-01,"22:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.602","0","35.4","0","1.695","0","93.6","0","6.32","0","9.77","3.16","7.95","0","-72.5","5.85","25.051","0","5.72","0","1.229","2.22","9.02","0",""
2025-07-01,"22:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.252","0","35.13","0","1.731","0","93.8","0","6.3","0","11.65","3.79","7.94","0","-72","5.85","25.498","0","5.62","0","1.229","2.16","8.78","0",""
2025-07-01,"22:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.122","0","35.03","0","1.788","0","93.1","0","6.24","0","12.5","4.07","7.93","0","-71.6","5.84","25.661","0","5.41","0","1.234","2.13","8.65","0",""
2025-07-01,"22:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.191","0","35.08","0","1.845","0","92.4","0","6.19","0","12.04","3.92","7.93","0","-71.6","5.85","25.563","0","5.72","0","1.233","2.17","8.8","0",""
2025-07-01,"23:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.271","0","35.14","0","1.901","0","91.4","0","6.14","0","11.73","3.82","7.93","0","-71.5","5.85","25.426","0","5.43","0","1.226","2.21","8.96","0",""
2025-07-01,"23:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.418","0","35.26","0","1.963","0","89.9","0","6.06","0","11.35","3.69","7.93","0","-71.6","5.85","25.176","0","4.86","0","1.216","1.85","7.53","0",""
2025-07-01,"23:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.617","0","35.41","0","2.014","0","87.8","0","5.94","0","9.76","3.15","7.93","0","-71.4","5.85","24.872","0","5.3","0","1.216","1.88","7.62","0",""
2025-07-01,"23:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.787","0","35.54","0","2.07","0","87","0","5.92","0","8.43","2.71","7.94","0","-71.7","5.84","24.606","0","4.4","0","1.228","2.18","8.84","0",""
2025-07-02,"0:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.873","0","35.61","0","2.115","0","83.3","0","5.68","0","8.06","2.58","7.93","0","-71.1","5.85","24.472","0","3.1","0","1.228","1.43","5.8","0",""
2025-07-02,"0:15","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","53.972","0","35.69","0","2.171","0","81.7","0","5.57","0","7.7","2.47","7.93","0","-71","5.84","24.313","0","3.34","0","1.226","1.42","5.76","0",""
2025-07-02,"0:30","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","54.087","0","35.78","0","2.22","0","78.1","0","5.34","0","7.3","2.33","7.93","0","-71","5.84","24.152","0","2.99","0","1.219","0.97","3.94","0",""
2025-07-02,"0:45","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","54.121","0","35.8","0","2.263","0","61.2","0","4.19","0","7.84","2.51","7.86","0","-66.9","5.85","24.1","0","3.29","0","1.216","0.65","2.65","0",""
2025-07-02,"1:00","","gtmfmwq_24G103006_062625_050000.bin","Fort Matanzas","GTMNERR","0","54.088","0","35.78","0","2.297","0","84.5","0","5.78","0","6.74","2.14","7.93","0","-71.4","5.84","24.146","0","2.94","0","1.22","1.6","6.51","0",""
