"Date","Time","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","Level","F_Level","pH","F_pH","Turb","F_Turb","ChlorophyllRFU","ChlFluor","F_ChlFluor","fDOMQSU","fDOMRFU"
2025-10-01,"3:45","","26.508","0","22.176","0","13.32","0","51.7","0","3.86","0","0.632","0","6.92","0","6.33","0","2.5","10.13","0","124.9","41.46"
2025-10-01,"4:00","","26.532","0","26.204","0","15.98","0","52.3","0","3.84","0","0.644","0","7","0","8.03","0","2.34","9.46","0","117.64","39.05"
2025-10-01,"4:15","","26.529","0","29.843","0","18.44","0","53.3","0","3.86","0","0.657","0","7.09","0","7.85","0","2.13","8.61","0","110.57","36.7"
2025-10-01,"4:30","","26.542","0","32.786","0","20.45","0","54.5","0","3.91","0","0.67","0","7.18","0","8.47","0","1.99","8.08","0","102.58","34.05"
2025-10-01,"4:45","","26.559","0","34.073","0","21.34","0","56.6","0","4.03","0","0.683","0","7.24","0","7.91","0","1.87","7.58","0","99.36","32.98"
2025-10-01,"5:00","","26.575","0","35.34","0","22.22","0","59.3","0","4.2","0","0.695","0","7.32","0","7.47","0","1.85","7.49","0","94.99","31.53"
2025-10-01,"5:15","","26.555","0","36.027","0","22.7","0","62.7","0","4.44","0","0.704","0","7.38","0","7.12","0","1.78","7.2","0","93.46","31.02"
2025-10-01,"5:30","","26.523","0","37.313","0","23.6","0","67.2","0","4.73","0","0.711","0","7.47","0","7.28","0","1.72","6.98","0","88.55","29.39"
2025-10-01,"5:45","","26.493","0","37.591","0","23.79","0","69.3","0","4.87","0","0.715","0","7.51","0","6.66","0","1.73","7.01","0","87.93","29.19"
2025-10-01,"6:00","","26.461","0","37.598","0","23.8","0","70.2","0","4.94","0","0.716","0","7.52","0","6.28","0","1.72","6.98","0","88.42","29.35"
2025-10-01,"6:15","","26.447","0","37.769","0","23.92","0","70.3","0","4.95","0","0.712","0","7.53","0","6.12","0","1.81","7.32","0","87.24","28.96"
2025-10-01,"6:30","","26.486","0","38.566","0","24.48","0","66.1","0","4.63","0","0.705","0","7.52","0","6.92","0","1.56","6.31","0","80.83","26.83"
2025-10-01,"6:45","","26.513","0","39.11","0","24.86","0","63.1","0","4.41","0","0.695","0","7.52","0","7.98","0","1.52","6.18","0","78.65","26.11"
2025-10-01,"7:00","","26.529","0","39.723","0","25.29","0","70","0","4.88","0","0.683","0","7.6","0","8.57","0","1.68","6.81","0","76.92","25.53"
2025-10-01,"7:15","","26.531","0","38.636","0","24.53","0","69.2","0","4.84","0","0.669","0","7.55","0","8.49","0","1.77","7.16","0","83.67","27.77"
2025-10-01,"7:30","","26.52","0","37.216","0","23.53","0","66.5","0","4.68","0","0.656","0","7.48","0","8.56","0","1.85","7.49","0","89.24","29.62"
2025-10-01,"7:45","","26.522","0","36.375","0","22.94","0","63.7","0","4.5","0","0.641","0","7.42","0","8.19","0","1.89","7.64","0","92.54","30.72"
2025-10-01,"8:00","","26.523","0","35.099","0","22.05","0","60","0","4.26","0","0.627","0","7.33","0","7.91","0","1.97","7.96","0","96.86","32.15"
2025-10-01,"8:15","","26.501","0","32.724","0","20.41","0","56.1","0","4.02","0","0.615","0","7.22","0","9.24","0","2.1","8.52","0","103.36","34.31"
2025-10-01,"8:30","","26.5","0","31.579","0","19.62","0","55.1","0","3.97","0","0.6","0","7.19","0","12.8","0","2.17","8.77","0","105.96","35.17"
2025-10-01,"8:45","","26.448","0","29.561","0","18.25","0","53.1","0","3.86","0","0.585","0","7.12","0","10.93","0","2.25","9.11","0","111.08","36.87"
2025-10-01,"9:00","","26.368","0","24.661","0","14.96","0","51.4","0","3.8","0","0.573","0","7.05","0","10.12","0","2.47","9.99","0","119.07","39.53"
2025-10-01,"9:15","","26.234","0","21.404","0","12.81","0","48.8","0","3.67","0","0.56","0","6.93","0","10.16","0","2.65","10.73","0","125.03","41.5"
2025-10-01,"9:30","","26.233","0","20.382","0","12.15","0","47.5","0","3.59","0","0.543","0","6.9","0","9.56","0","2.72","11","0","125.38","41.62"
2025-10-01,"9:45","","26.076","0","15.862","0","9.25","0","44.9","0","3.45","0","0.529","0","6.81","0","10.62","0","2.89","11.72","0","129.9","43.12"
2025-10-01,"10:00","","26.04","0","14.458","0","8.37","0","43.4","0","3.36","0","0.515","0","6.77","0","13.21","0","2.97","12.02","0","129.67","43.05"
2025-10-01,"10:15","","25.98","0","12.473","0","7.13","0","42.5","0","3.31","0","0.499","0","6.73","0","12.5","0","3.06","12.38","0","131.39","43.62"
2025-10-01,"10:30","","25.923","0","10.352","0","5.83","0","41.7","0","3.28","0","0.485","0","6.7","0","12.55","0","3.15","12.77","0","131.91","43.79"
2025-10-01,"10:45","","25.925","0","9.374","0","5.24","0","41.6","0","3.28","0","0.471","0","6.69","0","12.89","0","3.2","12.95","0","131.92","43.79"
2025-10-01,"11:00","","25.933","0","8.97","0","5","0","41.2","0","3.25","0","0.457","0","6.67","0","14.14","0","3.2","12.97","0","131.94","43.8"
2025-10-01,"11:15","","25.903","0","8.165","0","4.52","0","41.2","0","3.26","0","0.444","0","6.66","0","13.96","0","3.28","13.29","0","131.91","43.79"
2025-10-01,"11:30","","25.857","0","6.855","0","3.75","0","41.2","0","3.28","0","0.435","0","6.64","0","14.03","0","3.32","13.42","0","132.11","43.86"
2025-10-01,"11:45","","25.864","0","6.18","0","3.36","0","41","0","3.28","0","0.428","0","6.64","0","14.06","0","3.39","13.74","0","132.54","44"
2025-10-01,"12:00","","25.816","0","5.571","0","3","0","40.8","0","3.26","0","0.421","0","6.62","0","14.34","0","3.42","13.83","0","132.6","44.02"
2025-10-01,"12:15","","25.811","0","5.013","0","2.68","0","40.6","0","3.26","0","0.418","0","6.62","0","14.62","0","3.46","14.02","0","132.77","44.08"
2025-10-01,"12:30","","25.794","0","4.742","0","2.53","0","40.5","0","3.25","0","0.42","0","6.61","0","14.5","0","3.51","14.21","0","133.22","44.22"
2025-10-01,"12:45","","25.791","0","5.164","0","2.77","0","39.3","0","3.15","0","0.426","0","6.6","0","13.46","0","3.48","14.1","0","133.33","44.26"
2025-10-01,"13:00","","25.786","0","5.263","0","2.83","0","37.4","0","3","0","0.436","0","6.6","0","13.25","0","3.39","13.71","0","132.67","44.04"
2025-10-01,"13:15","","25.799","0","5.65","0","3.05","0","39.2","0","3.14","0","0.449","0","6.59","0","13.81","0","3.44","13.91","0","133.27","44.24"
2025-10-01,"13:30","","26.002","0","6.638","0","3.62","0","41.1","0","3.27","0","0.463","0","6.6","0","12.8","0","3.32","13.43","0","132.84","44.1"
2025-10-01,"13:45","","26.116","0","8.276","0","4.59","0","41","0","3.23","0","0.48","0","6.62","0","13.17","0","3.21","12.99","0","131.88","43.78"
2025-10-01,"14:00","","26.278","0","10.071","0","5.66","0","40.6","0","3.18","0","0.495","0","6.64","0","12.63","0","3.06","12.38","0","130.7","43.39"
2025-10-01,"14:15","","26.479","0","10.831","0","6.12","0","43.8","0","3.4","0","0.514","0","6.66","0","12.23","0","2.99","12.1","0","130.03","43.17"
2025-10-01,"14:30","","26.511","0","10.956","0","6.2","0","43.8","0","3.4","0","0.534","0","6.67","0","12.5","0","2.98","12.07","0","130.11","43.19"
2025-10-01,"14:45","","26.486","0","13.164","0","7.56","0","42.3","0","3.26","0","0.551","0","6.69","0","13.36","0","2.87","11.63","0","128.87","42.78"
2025-10-01,"15:00","","26.745","0","16.889","0","9.9","0","43.3","0","3.28","0","0.57","0","6.73","0","15.54","0","2.71","10.97","0","124.99","41.49"
2025-10-01,"15:15","","27.02","0","20.84","0","12.44","0","44.4","0","3.3","0","0.59","0","6.81","0","15.29","0","2.54","10.29","0","120.34","39.95"
2025-10-01,"15:30","","27.258","0","20.718","0","12.35","0","48.4","0","3.58","0","0.613","0","6.84","0","14.84","0","2.55","10.32","0","120.37","39.96"
2025-10-01,"15:45","","27.346","0","24.342","0","14.73","0","50.7","0","3.7","0","0.63","0","6.91","0","14.81","0","2.4","9.74","0","116.22","38.58"
2025-10-01,"16:00","","27.557","0","24.419","0","14.78","0","55.6","0","4.04","0","0.653","0","6.95","0","13","0","2.43","9.83","0","116.13","38.55"
2025-10-01,"16:15","","27.696","0","25.79","0","15.69","0","60.2","0","4.34","0","0.673","0","7.02","0","11.15","0","2.43","9.84","0","114.63","38.05"
2025-10-01,"16:30","","27.853","0","26.351","0","16.06","0","66","0","4.74","0","0.696","0","7.08","0","13.45","0","2.5","10.12","0","112.55","37.36"
2025-10-01,"16:45","","27.961","0","26.741","0","16.32","0","70.4","0","5.04","0","0.718","0","7.12","0","9.48","0","2.49","10.1","0","113.56","37.7"
2025-10-01,"17:00","","27.957","0","27.513","0","16.84","0","71.9","0","5.13","0","0.737","0","7.15","0","8.43","0","2.52","10.19","0","112.3","37.28"
2025-10-01,"17:15","","27.954","0","28.557","0","17.54","0","75","0","5.33","0","0.756","0","7.21","0","8.02","0","2.52","10.19","0","110.52","36.69"
2025-10-01,"17:30","","27.883","0","29.775","0","18.37","0","74.4","0","5.27","0","0.772","0","7.24","0","8.43","0","2.51","10.16","0","108.1","35.88"
2025-10-01,"17:45","","27.823","0","32.718","0","20.38","0","75.4","0","5.29","0","0.785","0","7.34","0","9.09","0","2.35","9.5","0","101.38","33.65"
2025-10-01,"18:00","","27.771","0","34.297","0","21.47","0","76.1","0","5.31","0","0.797","0","7.39","0","8.86","0","2.3","9.32","0","97.78","32.46"
2025-10-01,"18:15","","27.729","0","34.803","0","21.82","0","77.1","0","5.37","0","0.81","0","7.42","0","7.85","0","2.33","9.45","0","96.12","31.91"
2025-10-01,"18:30","","27.685","0","36.452","0","22.97","0","78.6","0","5.44","0","0.818","0","7.48","0","7.27","0","2.32","9.4","0","90.48","30.03"
2025-10-01,"18:45","","27.609","0","37.866","0","23.96","0","78.6","0","5.42","0","0.821","0","7.53","0","7.2","0","2.14","8.68","0","86.07","28.57"
2025-10-01,"19:00","","27.55","0","38.937","0","24.71","0","78.6","0","5.4","0","0.822","0","7.56","0","7.63","0","2.04","8.24","0","81.56","27.07"
2025-10-01,"19:15","","27.527","0","39.284","0","24.96","0","77.8","0","5.34","0","0.819","0","7.57","0","7.56","0","2.14","8.65","0","79.17","26.28"
2025-10-01,"19:30","","27.541","0","39.06","0","24.8","0","75.9","0","5.21","0","0.812","0","7.55","0","5.6","0","1.99","8.06","0","81.1","26.92"
2025-10-01,"19:45","","27.519","0","39.503","0","25.11","0","72.1","0","4.95","0","0.799","0","7.53","0","5.5","0","1.82","7.37","0","79.13","26.27"
2025-10-01,"20:00","","27.521","0","39.127","0","24.85","0","76.1","0","5.23","0","0.786","0","7.55","0","6.48","0","2.12","8.61","0","81.23","26.96"
2025-10-01,"20:15","","27.6","0","37.743","0","23.87","0","76.8","0","5.3","0","0.772","0","7.51","0","8.2","0","2.31","9.35","0","86.72","28.79"
2025-10-01,"20:30","","27.656","0","35.487","0","22.3","0","75","0","5.21","0","0.758","0","7.44","0","6.48","0","2.31","9.35","0","95.25","31.62"
2025-10-01,"20:45","","27.632","0","36.358","0","22.9","0","75.2","0","5.21","0","0.741","0","7.44","0","7.91","0","2.33","9.44","0","92.44","30.68"
2025-10-01,"21:00","","27.692","0","32.996","0","20.57","0","72.9","0","5.11","0","0.729","0","7.33","0","7.8","0","2.47","10.01","0","103.16","34.24"
2025-10-01,"21:15","","27.696","0","30.379","0","18.78","0","70.5","0","5","0","0.714","0","7.26","0","7.91","0","2.54","10.29","0","108.58","36.05"
2025-10-01,"21:30","","27.681","0","31.091","0","19.27","0","68.5","0","4.84","0","0.696","0","7.23","0","8.82","0","2.54","10.28","0","106.35","35.3"
2025-10-01,"21:45","","27.586","0","29.394","0","18.11","0","66.9","0","4.77","0","0.681","0","7.19","0","9.23","0","2.55","10.32","0","110.62","36.72"
2025-10-01,"22:00","","27.394","0","26.467","0","16.15","0","62.4","0","4.51","0","0.665","0","7.05","0","10.69","0","2.67","10.81","0","116.38","38.63"
2025-10-01,"22:15","","27.256","0","23.071","0","13.89","0","58.8","0","4.31","0","0.651","0","6.97","0","10.34","0","2.68","10.86","0","122.08","40.53"
2025-10-01,"22:30","","27.061","0","20.935","0","12.5","0","55.3","0","4.1","0","0.635","0","6.9","0","10.14","0","2.81","11.37","0","125.28","41.59"
2025-10-01,"22:45","","26.935","0","18.996","0","11.24","0","52.4","0","3.93","0","0.619","0","6.84","0","10.13","0","2.87","11.63","0","126.72","42.07"
2025-10-01,"23:00","","26.866","0","18.102","0","10.67","0","50.9","0","3.83","0","0.611","0","6.82","0","12.05","0","2.89","11.69","0","127.43","42.3"
2025-10-01,"23:15","","26.691","0","15.471","0","9","0","47.8","0","3.64","0","0.598","0","6.77","0","10.98","0","2.96","11.99","0","129.82","43.1"
2025-10-01,"23:30","","26.601","0","14.496","0","8.39","0","47.2","0","3.61","0","0.583","0","6.75","0","11.95","0","3.05","12.36","0","130.34","43.27"
2025-10-01,"23:45","","26.483","0","13.111","0","7.52","0","46.5","0","3.58","0","0.573","0","6.72","0","11.42","0","3.09","12.52","0","131.32","43.59"
2025-10-02,"0:00","","26.401","0","12.072","0","6.88","0","45.8","0","3.55","0","0.566","0","6.71","0","10.97","0","3.17","12.85","0","132.48","43.98"
2025-10-02,"0:15","","26.3","0","10.966","0","6.2","0","45.4","0","3.54","0","0.558","0","6.69","0","10.52","0","3.24","13.12","0","133.61","44.35"
2025-10-02,"0:30","","26.239","0","10.248","0","5.77","0","45","0","3.52","0","0.55","0","6.68","0","10.52","0","3.26","13.21","0","134.11","44.52"
2025-10-02,"0:45","","26.169","0","9.383","0","5.25","0","45.1","0","3.54","0","0.544","0","6.67","0","10.29","0","3.35","13.58","0","134.52","44.65"
2025-10-02,"1:00","","26.195","0","9.687","0","5.43","0","44","0","3.45","0","0.545","0","6.66","0","10.78","0","3.31","13.41","0","134.66","44.7"
2025-10-02,"1:15","","26.239","0","10.338","0","5.82","0","43.1","0","3.37","0","0.56","0","6.66","0","9.62","0","3.27","13.26","0","134.48","44.64"
2025-10-02,"1:30","","26.252","0","10.58","0","5.97","0","41.3","0","3.23","0","0.559","0","6.66","0","8.84","0","3.22","13.03","0","134.09","44.51"
2025-10-02,"1:45","","26.286","0","11.122","0","6.3","0","41.3","0","3.22","0","0.565","0","6.66","0","8.98","0","3.22","13.04","0","132.28","43.91"
2025-10-02,"2:00","","26.293","0","11.447","0","6.5","0","44.1","0","3.43","0","0.588","0","6.66","0","9.84","0","3.19","12.91","0","133.89","44.45"
2025-10-02,"2:15","","26.35","0","13.006","0","7.46","0","43.6","0","3.37","0","0.603","0","6.67","0","11.55","0","3.12","12.62","0","131.65","43.7"
2025-10-02,"2:30","","26.385","0","13.17","0","7.56","0","44","0","3.39","0","0.616","0","6.68","0","8.13","0","3.05","12.36","0","133.06","44.17"
2025-10-02,"2:45","","26.416","0","15.079","0","8.75","0","46.1","0","3.53","0","0.624","0","6.7","0","9.55","0","2.96","12","0","131.08","43.51"
2025-10-02,"3:00","","26.346","0","15.386","0","8.95","0","50.7","0","3.88","0","0.641","0","6.75","0","8.89","0","2.97","12.04","0","131.64","43.7"
2025-10-02,"3:15","","26.337","0","15.882","0","9.26","0","52.4","0","4.01","0","0.654","0","6.77","0","8.51","0","2.96","11.99","0","131.54","43.67"
2025-10-02,"3:30","","26.381","0","17.178","0","10.08","0","53.6","0","4.08","0","0.672","0","6.8","0","8.19","0","2.89","11.69","0","130.68","43.38"
2025-10-02,"3:45","","26.403","0","17.94","0","10.57","0","55.4","0","4.2","0","0.688","0","6.82","0","9.16","0","2.86","11.58","0","129.56","43.01"
2025-10-02,"4:00","","26.43","0","19.335","0","11.47","0","57.2","0","4.32","0","0.705","0","6.87","0","10.58","0","2.78","11.25","0","127.53","42.33"
2025-10-02,"4:15","","26.445","0","20.908","0","12.49","0","60.5","0","4.54","0","0.725","0","6.92","0","13.75","0","2.75","11.13","0","124.65","41.38"
2025-10-02,"4:30","","26.436","0","22.992","0","13.85","0","64.2","0","4.78","0","0.742","0","6.98","0","10.71","0","2.67","10.81","0","123.11","40.87"
2025-10-02,"4:45","","26.445","0","24.806","0","15.05","0","66.6","0","4.92","0","0.76","0","7.04","0","16.44","0","2.58","10.47","0","118.09","39.2"
2025-10-02,"5:00","","26.407","0","25.745","0","15.68","0","66.9","0","4.94","0","0.775","0","7.06","0","11.71","0","2.52","10.22","0","118.72","39.41"
2025-10-02,"5:15","","26.312","0","26.586","0","16.24","0","69.4","0","5.11","0","0.791","0","7.1","0","10.97","0","2.49","10.09","0","117.69","39.07"
2025-10-02,"5:30","","26.221","0","27.9","0","17.13","0","73.4","0","5.39","0","0.807","0","7.17","0","11.14","0","2.44","9.86","0","115.99","38.5"
2025-10-02,"5:45","","26.169","0","29.222","0","18.02","0","77","0","5.63","0","0.82","0","7.24","0","10.92","0","2.4","9.72","0","113.6","37.71"
2025-10-02,"6:00","","26.132","0","30.773","0","19.08","0","80.4","0","5.84","0","0.836","0","7.32","0","14.65","0","2.34","9.49","0","109.3","36.28"
2025-10-02,"6:15","","26.097","0","31.34","0","19.47","0","80.9","0","5.87","0","0.849","0","7.34","0","11.97","0","2.33","9.43","0","108.73","36.09"
2025-10-02,"6:30","","26.062","0","31.521","0","19.59","0","81","0","5.87","0","0.858","0","7.34","0","10.15","0","2.28","9.24","0","109.31","36.29"
2025-10-02,"6:45","","26.045","0","32.232","0","20.08","0","81.7","0","5.91","0","0.864","0","7.38","0","9.1","0","2.29","9.27","0","107.94","35.83"
2025-10-02,"7:00","","26.034","0","32.868","0","20.52","0","82.1","0","5.93","0","0.867","0","7.4","0","8.39","0","2.28","9.22","0","106.71","35.42"
2025-10-02,"7:15","","26.015","0","33.133","0","20.7","0","82.4","0","5.94","0","0.868","0","7.42","0","8.24","0","2.28","9.23","0","105.56","35.04"
2025-10-02,"7:30","","26.017","0","33.383","0","20.87","0","81.9","0","5.91","0","0.866","0","7.42","0","8.32","0","2.32","9.41","0","105.03","34.87"
2025-10-02,"7:45","","26.02","0","33.31","0","20.82","0","79.2","0","5.71","0","0.86","0","7.39","0","7.56","0","2.25","9.1","0","104.47","34.68"
2025-10-02,"8:00","","26.025","0","33.551","0","20.99","0","78.3","0","5.64","0","0.853","0","7.4","0","8.81","0","2.09","8.47","0","103.12","34.23"
2025-10-02,"8:15","","26.035","0","33.034","0","20.63","0","81.5","0","5.88","0","0.842","0","7.41","0","9.42","0","2.26","9.15","0","106.64","35.4"
2025-10-02,"8:30","","26.05","0","32.461","0","20.24","0","80.7","0","5.83","0","0.825","0","7.39","0","8.91","0","2.26","9.15","0","107.58","35.71"
2025-10-02,"8:45","","26.075","0","30.637","0","18.99","0","77.9","0","5.67","0","0.81","0","7.3","0","10.47","0","2.33","9.43","0","111.69","37.08"
2025-10-02,"9:00","","26.099","0","30.671","0","19.01","0","77.1","0","5.61","0","0.795","0","7.29","0","10.38","0","2.32","9.41","0","112.17","37.24"
2025-10-02,"9:15","","26.113","0","30.252","0","18.72","0","75.6","0","5.51","0","0.782","0","7.25","0","10.83","0","2.37","9.58","0","112.65","37.4"
2025-10-02,"9:30","","26.164","0","26.981","0","16.51","0","69.7","0","5.14","0","0.767","0","7.14","0","8.21","0","2.54","10.29","0","119.85","39.78"
2025-10-02,"9:45","","26.155","0","25.503","0","15.52","0","69.4","0","5.14","0","0.749","0","7.1","0","9.14","0","2.54","10.28","0","120.95","40.15"
2025-10-02,"10:00","","26.162","0","26.048","0","15.89","0","68.3","0","5.06","0","0.733","0","7.1","0","10.67","0","2.64","10.67","0","120.04","39.85"
2025-10-02,"10:15","","26.153","0","23.544","0","14.22","0","64.1","0","4.79","0","0.718","0","7","0","12.24","0","2.71","10.97","0","123.34","40.94"
2025-10-02,"10:30","","26.109","0","19.522","0","11.59","0","58.9","0","4.47","0","0.703","0","6.89","0","10.95","0","2.87","11.63","0","128.99","42.82"
2025-10-02,"10:45","","26.105","0","18.664","0","11.04","0","57.6","0","4.39","0","0.686","0","6.86","0","9.97","0","2.92","11.82","0","130.09","43.19"
2025-10-02,"11:00","","26.084","0","15.969","0","9.32","0","54.4","0","4.18","0","0.672","0","6.8","0","10.85","0","3.06","12.4","0","131.54","43.67"
2025-10-02,"11:15","","26.073","0","14.457","0","8.37","0","52.3","0","4.04","0","0.659","0","6.76","0","10.82","0","3.17","12.81","0","132.44","43.97"
2025-10-02,"11:30","","26.082","0","13.295","0","7.64","0","51.4","0","3.99","0","0.645","0","6.74","0","11.77","0","3.21","12.99","0","132.59","44.01"
2025-10-02,"11:45","","26.072","0","12.181","0","6.95","0","50.2","0","3.91","0","0.628","0","6.71","0","10.71","0","3.26","13.2","0","133.74","44.4"
2025-10-02,"12:00","","26.087","0","11.374","0","6.46","0","49.4","0","3.86","0","0.614","0","6.7","0","11.32","0","3.36","13.59","0","133.9","44.45"
2025-10-02,"12:15","","26.129","0","10.628","0","6","0","49","0","3.84","0","0.599","0","6.68","0","11.98","0","3.37","13.62","0","133.98","44.48"
2025-10-02,"12:30","","26.151","0","9.759","0","5.47","0","48.5","0","3.8","0","0.589","0","6.66","0","12.33","0","3.41","13.79","0","134.46","44.64"
2025-10-02,"12:45","","26.208","0","8.934","0","4.98","0","48.2","0","3.78","0","0.577","0","6.64","0","9.65","0","3.43","13.88","0","135.29","44.91"
2025-10-02,"13:00","","26.204","0","8.3","0","4.6","0","47.7","0","3.76","0","0.569","0","6.63","0","9.91","0","3.49","14.13","0","135.44","44.96"
2025-10-02,"13:15","","26.2","0","7.75","0","4.27","0","47.7","0","3.77","0","0.565","0","6.62","0","9.81","0","3.56","14.41","0","135.33","44.92"
2025-10-02,"13:30","","26.186","0","7.287","0","4","0","47.7","0","3.77","0","0.565","0","6.6","0","15","0","3.57","14.43","0","135.12","44.86"
2025-10-02,"13:45","","26.191","0","8.186","0","4.53","0","46","0","3.63","0","0.572","0","6.59","0","9.5","0","3.49","14.12","0","135.8","45.08"
2025-10-02,"14:00","","26.181","0","8.011","0","4.43","0","44.3","0","3.49","0","0.58","0","6.6","0","10.87","0","3.52","14.23","0","133.99","44.48"
2025-10-02,"14:15","","26.211","0","8.673","0","4.82","0","45.8","0","3.6","0","0.592","0","6.6","0","8.88","0","3.49","14.13","0","135.85","45.1"
2025-10-02,"14:30","","26.293","0","9.344","0","5.22","0","47.1","0","3.69","0","0.606","0","6.61","0","9.47","0","3.4","13.78","0","135.41","44.95"
2025-10-02,"14:45","","26.345","0","9.451","0","5.29","0","47","0","3.68","0","0.625","0","6.61","0","8.46","0","3.37","13.65","0","135.25","44.9"
2025-10-02,"15:00","","26.476","0","11.334","0","6.43","0","47.4","0","3.67","0","0.642","0","6.63","0","8.4","0","3.21","13","0","134.03","44.5"
2025-10-02,"15:15","","26.655","0","12.675","0","7.25","0","51.3","0","3.95","0","0.659","0","6.67","0","10.51","0","3.17","12.82","0","132.3","43.92"
2025-10-02,"15:30","","26.681","0","13.489","0","7.76","0","50.8","0","3.9","0","0.676","0","6.68","0","9.68","0","3.07","12.41","0","132.42","43.96"
2025-10-02,"15:45","","26.771","0","13.437","0","7.72","0","55.1","0","4.22","0","0.694","0","6.71","0","11.08","0","3.12","12.64","0","132.03","43.83"
2025-10-02,"16:00","","26.819","0","14.766","0","8.55","0","56.6","0","4.31","0","0.713","0","6.75","0","10.86","0","3.05","12.36","0","130.83","43.43"
2025-10-02,"16:15","","26.849","0","16.204","0","9.46","0","57.9","0","4.39","0","0.734","0","6.78","0","11.06","0","2.98","12.07","0","129.68","43.05"
2025-10-02,"16:30","","26.909","0","18.751","0","11.09","0","62.4","0","4.68","0","0.753","0","6.85","0","11.34","0","2.92","11.81","0","127.2","42.23"
2025-10-02,"16:45","","26.947","0","20.798","0","12.41","0","64","0","4.76","0","0.774","0","6.9","0","16.92","0","2.82","11.41","0","121.96","40.49"
2025-10-02,"17:00","","27.005","0","22.167","0","13.3","0","68.5","0","5.06","0","0.795","0","6.96","0","13.59","0","2.83","11.44","0","121.45","40.32"
2025-10-02,"17:15","","27.037","0","23.107","0","13.92","0","70.9","0","5.22","0","0.817","0","7","0","16.52","0","2.85","11.54","0","118.19","39.23"
2025-10-02,"17:30","","27.035","0","24.313","0","14.72","0","73.8","0","5.41","0","0.839","0","7.05","0","15.32","0","2.77","11.22","0","118.03","39.18"
2025-10-02,"17:45","","27.038","0","25.499","0","15.5","0","76.4","0","5.58","0","0.859","0","7.1","0","23.23","0","2.76","11.17","0","115.01","38.18"
2025-10-02,"18:00","","26.96","0","26.353","0","16.08","0","78.5","0","5.72","0","0.878","0","7.15","0","13.09","0","2.69","10.87","0","116.32","38.61"
2025-10-02,"18:15","","26.895","0","27.178","0","16.63","0","79.7","0","5.79","0","0.895","0","7.17","0","11.52","0","2.66","10.77","0","116.12","38.55"
2025-10-02,"18:30","","26.862","0","28.302","0","17.39","0","81.4","0","5.9","0","0.912","0","7.22","0","12.55","0","2.65","10.74","0","113.36","37.63"
2025-10-02,"18:45","","26.807","0","29.189","0","17.99","0","82.5","0","5.97","0","0.926","0","7.26","0","13.13","0","2.62","10.6","0","112.07","37.2"
