DATE,TIME,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Depth,F_Depth,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,fDOMQSU,fDOMRFU,pH,F_pH,pHmV,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT,ChlFluor,F_ChlFluor,ChlorphylluG/L
3/27/2026,15:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.195,0,34.42,0,2.304,0,92.3,0,6.89,0,8.34,2.86,7.97,0,-82.9,6.08,19.735,0,3.35,0,1.193,0.59,0,2.44
3/27/2026,15:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.172,0,34.41,0,2.331,0,97.6,0,7.28,0,8.67,2.98,7.98,0,-83.2,6.08,19.744,0,4.56,0,1.192,0.55,0,2.3
3/27/2026,16:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.167,0,34.4,0,2.349,0,96,0,7.15,0,8.74,3,7.98,0,-83.1,6.08,19.774,0,2.97,0,1.193,0.49,0,2.06
3/27/2026,16:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.16,0,34.4,0,2.367,0,97.6,0,7.28,0,8.82,3.03,7.99,0,-83.8,6.07,19.779,0,3,0,1.19,0.61,0,2.53
3/27/2026,16:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.14,0,34.38,0,2.379,0,98.2,0,7.32,0,9.22,3.16,7.98,0,-83.6,6.07,19.782,0,3,0,1.199,0.58,0,2.41
3/27/2026,16:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.127,0,34.37,0,2.382,0,99.2,0,7.38,0,9.23,3.17,7.98,0,-83.5,6.08,19.869,0,3.88,0,1.197,0.81,0,3.35
3/27/2026,17:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.108,0,34.36,0,2.375,0,98.8,0,7.33,0,9.45,3.24,7.98,0,-83.5,6.07,20.022,0,5.78,0,1.199,0.83,0,3.41
3/27/2026,17:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.115,0,34.36,0,2.354,0,100,0,7.4,0,9.56,3.28,7.98,0,-83.2,6.07,20.172,0,4.42,0,1.201,0.88,0,3.62
3/27/2026,17:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.133,0,34.38,0,2.323,0,99.7,0,7.38,0,9.79,3.35,7.97,0,-82.8,6.07,20.184,0,5.69,0,1.19,1.2,0,4.91
3/27/2026,17:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.11,0,34.36,0,2.288,0,98.9,0,7.29,0,10.56,3.61,7.95,0,-81.6,6.08,20.411,0,5.66,0,1.189,1.37,0,5.58
3/27/2026,18:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.059,0,34.32,0,2.243,0,96.9,0,7.1,0,11.66,3.98,7.92,0,-79.8,6.07,20.71,0,6.36,0,1.196,1.31,0,5.34
3/27/2026,18:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.026,0,34.29,0,2.204,0,94.7,0,6.92,0,12.05,4.12,7.9,0,-78.7,6.07,20.848,0,6.79,0,1.203,1.17,0,4.79
3/27/2026,18:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.016,0,34.29,0,2.168,0,95.2,0,6.95,0,12.18,4.16,7.89,0,-78.5,6.07,20.959,0,7.76,0,1.202,1.39,0,5.66
3/27/2026,18:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.993,0,34.27,0,2.13,0,93.9,0,6.84,0,12.69,4.33,7.88,0,-77.5,6.06,21.128,0,6.67,0,1.188,1.2,0,4.91
3/27/2026,19:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.974,0,34.25,0,2.09,0,94.5,0,6.86,0,12.91,4.4,7.88,0,-77.7,6.07,21.228,0,7.01,0,1.198,1.38,0,5.61
3/27/2026,19:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.991,0,34.27,0,2.047,0,96,0,6.98,0,12.6,4.3,7.89,0,-78.4,6.08,21.146,0,6.68,0,1.19,1.46,0,5.93
3/27/2026,19:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.001,0,34.27,0,2.003,0,95.7,0,6.96,0,12.49,4.26,7.89,0,-78.4,6.06,21.161,0,6.08,0,1.187,1.39,0,5.67
3/27/2026,19:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.135,0,34.38,0,1.959,0,99.1,0,7.28,0,10.17,3.48,7.96,0,-82.5,6.07,20.612,0,6.43,0,1.201,1.34,0,5.48
3/27/2026,20:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.166,0,34.4,0,1.916,0,96,0,7.05,0,9.96,3.41,7.96,0,-82,6.07,20.573,0,5.28,0,1.202,0.97,0,3.98
3/27/2026,20:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.084,0,34.33,0,1.875,0,95.8,0,6.92,0,12.46,4.26,7.9,0,-78.8,6.07,21.556,0,6.31,0,1.202,1.12,0,4.57
3/27/2026,20:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.026,0,34.29,0,1.83,0,94.3,0,6.82,0,12.64,4.32,7.89,0,-78.3,6.07,21.449,0,5.24,0,1.198,0.95,0,3.9
3/27/2026,20:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.071,0,34.32,0,1.786,0,98,0,7.07,0,12.2,4.17,7.91,0,-79.8,6.06,21.629,0,4.71,0,1.192,1.11,0,4.55
3/27/2026,21:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.997,0,34.27,0,1.744,0,96.6,0,6.99,0,12.81,4.37,7.89,0,-78.6,6.07,21.402,0,5.13,0,1.19,1.23,0,5
3/27/2026,21:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.988,0,34.26,0,1.703,0,95.5,0,6.93,0,13.01,4.44,7.89,0,-78.1,6.06,21.29,0,4.75,0,1.19,1.38,0,5.62
3/27/2026,21:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.107,0,34.35,0,1.658,0,95.9,0,6.93,0,12,4.1,7.91,0,-79.6,6.06,21.464,0,6.02,0,1.197,1.16,0,4.74
3/27/2026,21:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.119,0,34.36,0,1.616,0,96.3,0,6.96,0,11.73,4.01,7.92,0,-80.1,6.07,21.449,0,6.53,0,1.198,1.11,0,4.53
3/27/2026,22:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.111,0,34.35,0,1.575,0,93.6,0,6.75,0,12.6,4.3,7.91,0,-79.2,6.06,21.573,0,6.63,0,1.193,1.02,0,4.2
3/27/2026,22:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.099,0,34.34,0,1.536,0,94,0,6.8,0,12.29,4.2,7.91,0,-79.3,6.06,21.435,0,6.61,0,1.188,1.06,0,4.34
3/27/2026,22:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.126,0,34.36,0,1.5,0,93.9,0,6.79,0,12.44,4.25,7.91,0,-79.5,6.07,21.435,0,6.35,0,1.196,1,0,4.11
3/27/2026,22:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.144,0,34.38,0,1.472,0,94.6,0,6.85,0,11.63,3.97,7.92,0,-79.9,6.05,21.324,0,6.43,0,1.201,1.11,0,4.53
3/27/2026,23:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.129,0,34.37,0,1.458,0,95,0,6.91,0,11.61,3.97,7.92,0,-79.8,6.05,21.171,0,8.06,0,1.206,1.18,0,4.84
3/27/2026,23:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.184,0,34.41,0,1.445,0,96.2,0,7.03,0,10.58,3.62,7.95,0,-81.9,6.06,20.847,0,9.44,0,1.198,1.19,0,4.87
3/27/2026,23:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.247,0,34.46,0,1.455,0,100.5,0,7.42,0,9.17,3.14,8,0,-84.9,6.06,20.284,0,9.64,0,1.19,1.38,0,5.63
3/27/2026,23:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.128,0,34.37,0,1.48,0,100.4,0,7.41,0,10.1,3.46,7.99,0,-84.2,6.05,20.364,0,9.57,0,1.198,1.53,0,6.21
3/28/2026,00:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.083,0,34.34,0,1.512,0,101.6,0,7.5,0,10.14,3.47,8,0,-84.4,6.05,20.316,0,7.91,0,1.194,1.52,0,6.2
3/28/2026,00:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.923,0,34.22,0,1.557,0,100.1,0,7.35,0,11.81,4.03,7.97,0,-82.7,6.06,20.632,0,9.22,0,1.187,1.62,0,6.57
3/28/2026,00:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.67,0,34.03,0,1.616,0,98.5,0,7.18,0,13.65,4.65,7.92,0,-80.2,6.05,21.095,0,9.81,0,1.197,1.64,0,6.64
3/28/2026,00:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.551,0,33.94,0,1.673,0,97.1,0,7.06,0,14.58,4.97,7.9,0,-79.1,6.05,21.271,0,10.65,0,1.198,1.78,0,7.22
3/28/2026,01:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.642,0,34.01,0,1.738,0,97.5,0,7.11,0,13.93,4.75,7.92,0,-80.2,6.05,21.074,0,8.77,0,1.199,1.69,0,6.86
3/28/2026,01:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.712,0,34.06,0,1.793,0,97.9,0,7.16,0,13.24,4.52,7.93,0,-80.8,6.05,20.923,0,8.66,0,1.202,1.69,0,6.86
3/28/2026,01:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.712,0,34.06,0,1.859,0,97.7,0,7.15,0,13.33,4.55,7.93,0,-80.7,6.05,20.943,0,7.67,0,1.204,1.61,0,6.56
3/28/2026,01:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.773,0,34.11,0,1.922,0,98.1,0,7.18,0,12.86,4.39,7.94,0,-81.4,6.05,20.831,0,8.34,0,1.2,1.66,0,6.73
3/28/2026,02:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.828,0,34.15,0,1.984,0,98.2,0,7.21,0,12.28,4.19,7.95,0,-81.9,6.05,20.713,0,6.73,0,1.195,1.61,0,6.55
3/28/2026,02:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.917,0,34.22,0,2.044,0,98.3,0,7.23,0,11.57,3.95,7.97,0,-82.6,6.05,20.528,0,6.14,0,1.193,1.51,0,6.12
3/28/2026,02:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.974,0,34.26,0,2.11,0,98.5,0,7.27,0,10.96,3.75,7.98,0,-83.2,6.05,20.393,0,6.32,0,1.198,1.47,0,6
3/28/2026,02:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.089,0,34.35,0,2.164,0,99.3,0,7.36,0,9.82,3.36,8,0,-84.5,6.05,20.11,0,7.15,0,1.198,1.4,0,5.71
3/28/2026,03:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.133,0,34.38,0,2.227,0,98.1,0,7.29,0,9.39,3.22,8,0,-84.7,6.05,19.951,0,6.16,0,1.19,1.37,0,5.59
3/28/2026,03:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.154,0,34.39,0,2.283,0,97.2,0,7.24,0,9.13,3.13,8,0,-84.8,6.05,19.82,0,4.77,0,1.197,1.33,0,5.42
3/28/2026,03:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.184,0,34.42,0,2.338,0,96.6,0,7.23,0,8.89,3.05,8.01,0,-85,6.05,19.586,0,4.95,0,1.193,1.13,0,4.61
3/28/2026,03:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.213,0,34.44,0,2.386,0,95,0,7.12,0,8.3,2.85,8,0,-84.6,6.04,19.498,0,4.14,0,1.19,0.72,0,2.96
3/28/2026,04:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.219,0,34.44,0,2.441,0,84,0,6.29,0,8.6,2.95,7.96,0,-82,6.04,19.48,0,3.72,0,1.196,0.55,0,2.28
3/28/2026,04:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.231,0,34.45,0,2.489,0,73.2,0,5.49,0,8.51,2.92,7.93,0,-80.2,6.04,19.437,0,4.2,0,1.199,0.66,0,2.73
3/28/2026,04:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.231,0,34.45,0,2.525,0,83.7,0,6.27,0,8.45,2.9,7.97,0,-82.7,6.04,19.443,0,6.84,0,1.199,0.83,0,3.42
3/28/2026,04:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.18,0,34.41,0,2.554,0,91.9,0,6.85,0,9.11,3.13,7.98,0,-83.4,6.04,19.786,0,4.41,0,1.204,1.49,0,6.06
3/28/2026,05:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.12,0,34.37,0,2.573,0,93.1,0,6.91,0,9.8,3.36,7.99,0,-83.7,6.04,19.975,0,4.36,0,1.202,0.75,0,3.1
3/28/2026,05:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.925,0,34.22,0,2.583,0,95.2,0,7.02,0,11.77,4.02,7.96,0,-82.4,6.04,20.383,0,5.21,0,1.196,1.2,0,4.89
3/28/2026,05:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.753,0,34.09,0,2.578,0,91.8,0,6.73,0,13.45,4.59,7.92,0,-80.2,6.04,20.758,0,9.62,0,1.193,1.33,0,5.41
3/28/2026,05:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.738,0,34.08,0,2.558,0,92.4,0,6.77,0,13.86,4.73,7.92,0,-79.7,6.04,20.858,0,7.01,0,1.192,1.2,0,4.89
3/28/2026,06:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.954,0,34.24,0,2.533,0,92.1,0,6.76,0,12.6,4.3,7.93,0,-80.4,6.04,20.704,0,6.67,0,1.19,1.2,0,4.9
3/28/2026,06:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.037,0,34.3,0,2.496,0,91.3,0,6.68,0,12.54,4.28,7.92,0,-79.8,6.03,20.852,0,7.7,0,1.188,1.29,0,5.26
3/28/2026,06:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.077,0,34.33,0,2.457,0,90.4,0,6.58,0,12.69,4.33,7.9,0,-78.8,6.04,21.097,0,8.78,0,1.194,1.12,0,4.59
3/28/2026,06:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.049,0,34.31,0,2.416,0,89.4,0,6.48,0,13.31,4.54,7.88,0,-77.6,6.04,21.329,0,9.94,0,1.198,1.08,0,4.41
3/28/2026,07:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52.005,0,34.27,0,2.37,0,88.9,0,6.44,0,14.13,4.82,7.87,0,-76.9,6.03,21.417,0,8.79,0,1.199,0.9,0,3.69
3/28/2026,07:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.97,0,34.25,0,2.32,0,88.7,0,6.42,0,14.43,4.92,7.86,0,-76.8,6.03,21.447,0,8.96,0,1.203,0.99,0,4.06
3/28/2026,07:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.942,0,34.23,0,2.267,0,87.9,0,6.36,0,15.03,5.12,7.85,0,-75.9,6.04,21.515,0,8.23,0,1.199,0.86,0,3.54
3/28/2026,07:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.94,0,34.23,0,2.219,0,88.6,0,6.42,0,14.93,5.09,7.86,0,-76.2,6.03,21.421,0,7.15,0,1.192,0.85,0,3.49
3/28/2026,08:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.933,0,34.22,0,2.173,0,88.3,0,6.39,0,15.05,5.13,7.85,0,-76.1,6.03,21.454,0,9.05,0,1.19,0.88,0,3.63
3/28/2026,08:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.923,0,34.21,0,2.129,0,87.7,0,6.35,0,15.14,5.16,7.85,0,-75.9,6.04,21.445,0,7.06,0,1.198,0.76,0,3.14
3/28/2026,08:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.902,0,34.2,0,2.082,0,82.8,0,6.02,0,14.59,4.97,7.85,0,-75.7,6.04,21.258,0,4.96,0,1.197,0.59,0,2.47
3/28/2026,08:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.926,0,34.22,0,2.037,0,88.7,0,6.5,0,13.17,4.49,7.88,0,-77.6,6.02,20.753,0,6.31,0,1.206,0.78,0,3.22
3/28/2026,09:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.915,0,34.21,0,1.991,0,81.8,0,5.97,0,13.68,4.67,7.85,0,-76,6.02,21.039,0,6.44,0,1.2,0.8,0,3.28
3/28/2026,09:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.931,0,34.22,0,1.95,0,82.1,0,6.02,0,14.2,4.84,7.84,0,-75.4,6.03,20.753,0,6.57,0,1.195,0.71,0,2.95
3/28/2026,09:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.939,0,34.23,0,1.909,0,79.1,0,5.79,0,13.88,4.73,7.83,0,-74.4,6.02,20.818,0,4.93,0,1.205,0.59,0,2.44
3/28/2026,09:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.942,0,34.23,0,1.867,0,72.2,0,5.28,0,13.97,4.76,7.8,0,-72.6,6.02,20.829,0,4.88,0,1.195,0.52,0,2.17
3/28/2026,10:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.953,0,34.24,0,1.83,0,84.5,0,6.15,0,14.32,4.88,7.85,0,-75.9,6.03,21.103,0,5.15,0,1.192,0.64,0,2.67
3/28/2026,10:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.939,0,34.23,0,1.791,0,88.3,0,6.41,0,14.43,4.92,7.86,0,-76.2,6.02,21.354,0,4.97,0,1.19,0.65,0,2.69
3/28/2026,10:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.937,0,34.22,0,1.757,0,88.8,0,6.44,0,14.27,4.86,7.86,0,-76.5,6.02,21.351,0,5.02,0,1.189,0.65,0,2.71
3/28/2026,10:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.948,0,34.23,0,1.721,0,89.4,0,6.49,0,14.28,4.87,7.86,0,-76.7,6.02,21.279,0,5.09,0,1.195,0.7,0,2.91
3/28/2026,11:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.957,0,34.24,0,1.688,0,90.1,0,6.54,0,14.12,4.81,7.87,0,-76.8,6.03,21.292,0,4.69,0,1.195,0.69,0,2.85
3/28/2026,11:15, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.974,0,34.25,0,1.669,0,90.6,0,6.58,0,13.77,4.7,7.87,0,-77,6.02,21.242,0,5.02,0,1.194,0.76,0,3.11
3/28/2026,11:30, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.982,0,34.26,0,1.659,0,91.1,0,6.63,0,13.61,4.64,7.87,0,-77.3,6.02,21.152,0,5.1,0,1.19,0.8,0,3.31
3/28/2026,11:45, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,51.998,0,34.27,0,1.656,0,90.9,0,6.63,0,13.4,4.57,7.88,0,-77.4,6.02,20.971,0,5.63,0,1.191,0.79,0,3.27
3/28/2026,12:00, ,gtmfmwq_15E101700_032726_050000.bin,Fort Matanzas,GTMNERR,0,52,0,34.27,0,1.68,0,92.4,0,6.73,0,13.18,4.5,7.88,0,-77.9,6.02,21.05,0,5.9,0,1.191,0.8,0,3.31
