Date,Time,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Depth,F_Depth,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,fDOMQSU,fDOMRFU,pH,F_pH,pHmV,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT,ChlFluor,F_ChlFluor,Chlorophyllug/L
1/21/2026,18:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.162,0,34.36,0,1.615,0,109,0,8.84,0,5.77,2.8,8.12,0,-89.8,5.82,15.371,0,2.67,0,1.221,1.26,0,5
1/21/2026,19:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.156,0,34.36,0,1.677,0,108.9,0,8.81,0,5.73,2.79,8.13,0,-89.9,5.82,15.474,0,2.77,0,1.219,1.45,0,5.76
1/21/2026,19:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.154,0,34.35,0,1.743,0,108.6,0,8.81,0,5.62,2.75,8.12,0,-89.7,5.82,15.341,0,2.53,0,1.221,1.33,0,5.29
1/21/2026,19:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.167,0,34.36,0,1.81,0,108.5,0,8.8,0,5.5,2.71,8.12,0,-89.7,5.83,15.324,0,2.64,0,1.222,1.31,0,5.22
1/21/2026,19:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.163,0,34.36,0,1.874,0,108.1,0,8.77,0,5.75,2.79,8.12,0,-89.5,5.81,15.364,0,2.57,0,1.226,1.45,0,5.78
1/21/2026,20:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.158,0,34.35,0,1.943,0,107.9,0,8.75,0,5.71,2.78,8.12,0,-89.5,5.82,15.382,0,2.42,0,1.229,3.19,0,12.75
1/21/2026,20:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.154,0,34.35,0,2.009,0,107.3,0,8.71,0,5.54,2.72,8.11,0,-89.2,5.82,15.303,0,1.99,0,1.228,1.51,0,6.03
1/21/2026,20:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.155,0,34.35,0,2.078,0,107,0,8.7,0,5.5,2.71,8.11,0,-89,5.82,15.199,0,2.04,0,1.233,1.39,0,5.53
1/21/2026,20:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.158,0,34.35,0,2.143,0,106.6,0,8.68,0,5.86,2.83,8.11,0,-88.9,5.83,15.163,0,2.04,0,1.233,1.23,0,4.89
1/21/2026,21:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.156,0,34.35,0,2.204,0,105.9,0,8.63,0,6.02,2.88,8.1,0,-88.4,5.81,15.135,0,1.92,0,1.232,1.22,0,4.86
1/21/2026,21:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.155,0,34.34,0,2.267,0,103.3,0,8.43,0,6.28,2.97,8.09,0,-87.7,5.82,15.067,0,2.2,0,1.228,1.02,0,4.06
1/21/2026,21:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.152,0,34.34,0,2.324,0,93.9,0,7.67,0,6.13,2.92,8.04,0,-85,5.8,15.015,0,2.06,0,1.223,0.45,0,1.76
1/21/2026,21:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.149,0,34.34,0,2.381,0,77.1,0,6.3,0,6.59,3.07,7.97,0,-80.8,5.82,14.999,0,1.76,0,1.221,0.25,0,0.97
1/21/2026,22:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.145,0,34.33,0,2.435,0,77.8,0,6.36,0,6.12,2.92,7.99,0,-82,5.83,14.96,0,1.81,0,1.228,0.19,0,0.73
1/21/2026,22:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.131,0,34.32,0,2.479,0,86.4,0,7.07,0,6.73,3.12,8.01,0,-82.9,5.81,14.906,0,1.88,0,1.232,0.33,0,1.31
1/21/2026,22:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.128,0,34.32,0,2.505,0,92.7,0,7.59,0,6.2,2.94,8.04,0,-84.9,5.82,14.894,0,1.92,0,1.221,0.27,0,1.04
1/21/2026,22:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.137,0,34.33,0,2.529,0,98.4,0,8.05,0,6.4,3.01,8.07,0,-86.7,5.81,14.918,0,1.97,0,1.223,0.51,0,2.02
1/21/2026,23:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.154,0,34.34,0,2.534,0,102.5,0,8.35,0,6.29,2.97,8.09,0,-87.9,5.81,15.117,0,2,0,1.229,0.74,0,2.92
1/21/2026,23:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.155,0,34.35,0,2.531,0,104.8,0,8.51,0,5.79,2.81,8.11,0,-88.7,5.82,15.302,0,1.91,0,1.227,1.05,0,4.2
1/21/2026,23:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.131,0,34.33,0,2.505,0,105.6,0,8.57,0,6.22,2.95,8.11,0,-88.7,5.81,15.3,0,2.24,0,1.23,1.13,0,4.49
1/21/2026,23:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.03,0,34.25,0,2.462,0,105.8,0,8.65,0,7.99,3.54,8.1,0,-88.1,5.82,14.977,0,2.83,0,1.229,0.97,0,3.84
1/22/2026,0:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.921,0,34.15,0,2.422,0,107,0,8.86,0,10.2,4.28,8.09,0,-87.4,5.8,14.381,0,2.41,0,1.226,0.57,0,2.24
1/22/2026,0:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.83,0,34.08,0,2.38,0,107.5,0,8.94,0,10.84,4.49,8.09,0,-87.7,5.8,14.194,0,2.7,0,1.23,0.51,0,2
1/22/2026,0:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.813,0,34.06,0,2.331,0,108.5,0,9.05,0,11.7,4.78,8.09,0,-87.6,5.81,14.012,0,2.73,0,1.225,0.64,0,2.55
1/22/2026,0:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.743,0,34.01,0,2.28,0,108.3,0,9.05,0,12.29,4.98,8.09,0,-87.5,5.8,13.951,0,2.73,0,1.224,0.47,0,1.85
1/22/2026,1:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.694,0,33.97,0,2.225,0,108.1,0,9.05,0,12.99,5.21,8.09,0,-87.5,5.81,13.904,0,3.01,0,1.232,0.46,0,1.82
1/22/2026,1:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.643,0,33.93,0,2.168,0,108.2,0,9.07,0,13.42,5.36,8.09,0,-87.5,5.8,13.863,0,2.6,0,1.232,0.49,0,1.94
1/22/2026,1:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.617,0,33.91,0,2.115,0,108,0,9.05,0,13.41,5.35,8.09,0,-87.4,5.81,13.852,0,2.37,0,1.231,0.49,0,1.93
1/22/2026,1:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.613,0,33.91,0,2.067,0,107.5,0,9.01,0,13.52,5.39,8.09,0,-87.4,5.82,13.848,0,2.06,0,1.232,0.46,0,1.82
1/22/2026,2:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.626,0,33.92,0,2.017,0,106.1,0,8.89,0,13.21,5.29,8.08,0,-86.9,5.79,13.868,0,2.47,0,1.23,0.36,0,1.43
1/22/2026,2:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.052,0,34.26,0,1.966,0,100.2,0,8.23,0,7.94,3.52,8.07,0,-86.6,5.76,14.76,0,2.25,0,1.224,0.55,0,2.18
1/22/2026,2:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.11,0,34.31,0,1.915,0,98,0,8.02,0,7.09,3.24,8.07,0,-86.6,5.77,14.953,0,2.14,0,1.222,0.54,0,2.15
1/22/2026,2:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.934,0,34.17,0,1.863,0,101.3,0,8.36,0,9.42,4.02,8.08,0,-86.8,5.77,14.566,0,2.23,0,1.221,0.61,0,2.4
1/22/2026,3:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.055,0,34.26,0,1.814,0,98.7,0,8.1,0,8.9,3.85,8.07,0,-86.3,5.78,14.768,0,2.02,0,1.222,0.49,0,1.95
1/22/2026,3:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.713,0,33.99,0,1.762,0,104,0,8.66,0,11.89,4.84,8.08,0,-87.1,5.76,14.152,0,2.37,0,1.229,0.64,0,2.56
1/22/2026,3:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.962,0,34.19,0,1.711,0,102.1,0,8.42,0,9.65,4.1,8.08,0,-86.9,5.8,14.556,0,1.98,0,1.233,0.47,0,1.86
1/22/2026,3:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.782,0,34.05,0,1.662,0,103,0,8.53,0,11.28,4.64,8.08,0,-87.2,5.8,14.39,0,2.28,0,1.224,0.54,0,2.12
1/22/2026,4:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.726,0,34,0,1.611,0,106.1,0,8.85,0,12.46,5.04,8.08,0,-87.2,5.81,14.052,0,2.22,0,1.217,0.6,0,2.4
1/22/2026,4:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.895,0,34.13,0,1.562,0,102.8,0,8.52,0,10.34,4.33,8.07,0,-86.7,5.82,14.349,0,2.06,0,1.22,0.62,0,2.44
1/22/2026,4:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.763,0,34.03,0,1.512,0,105.3,0,8.78,0,12.2,4.95,8.08,0,-87.1,5.8,14.071,0,2.18,0,1.229,0.64,0,2.52
1/22/2026,4:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.921,0,34.15,0,1.463,0,100.1,0,8.31,0,10.78,4.47,8.06,0,-85.8,5.81,14.282,0,2.23,0,1.223,0.57,0,2.27
1/22/2026,5:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.848,0,34.09,0,1.424,0,103.7,0,8.63,0,11.12,4.59,8.08,0,-86.9,5.8,14.186,0,2.19,0,1.222,0.59,0,2.35
1/22/2026,5:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.963,0,34.19,0,1.394,0,100.9,0,8.35,0,9.93,4.19,8.07,0,-86.4,5.81,14.41,0,2.22,0,1.234,0.6,0,2.38
1/22/2026,5:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.938,0,34.16,0,1.375,0,101.3,0,8.41,0,10.4,4.34,8.07,0,-86.4,5.82,14.282,0,2.3,0,1.227,0.56,0,2.23
1/22/2026,5:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.985,0,34.2,0,1.388,0,100.2,0,8.29,0,9.52,4.05,8.07,0,-86.3,5.8,14.36,0,2.38,0,1.22,0.7,0,2.77
1/22/2026,6:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.08,0,34.28,0,1.418,0,99.6,0,8.18,0,7.59,3.41,8.08,0,-87.2,5.81,14.746,0,2.62,0,1.218,0.98,0,3.9
1/22/2026,6:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.106,0,34.3,0,1.452,0,100.3,0,8.22,0,6.9,3.18,8.09,0,-87.8,5.8,14.891,0,2.49,0,1.222,1.09,0,4.34
1/22/2026,6:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.109,0,34.31,0,1.505,0,101.3,0,8.28,0,6.27,2.97,8.1,0,-88.1,5.8,14.961,0,2.56,0,1.224,1.21,0,4.81
1/22/2026,6:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.118,0,34.32,0,1.567,0,102.2,0,8.34,0,6.25,2.96,8.1,0,-88.6,5.82,15.055,0,2.8,0,1.229,1.27,0,5.06
1/22/2026,7:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.099,0,34.3,0,1.64,0,101.7,0,8.31,0,6.35,2.99,8.1,0,-88.4,5.8,15.023,0,2.83,0,1.229,1.24,0,4.92
1/22/2026,7:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.128,0,34.32,0,1.713,0,101.4,0,8.28,0,6.4,3.01,8.1,0,-88.3,5.81,15.035,0,2.43,0,1.229,1.17,0,4.66
1/22/2026,7:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.114,0,34.31,0,1.798,0,101.1,0,8.26,0,6.39,3.01,8.1,0,-88.2,5.8,15.013,0,2.42,0,1.229,1.24,0,4.95
1/22/2026,7:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.115,0,34.31,0,1.865,0,101.5,0,8.29,0,6.55,3.06,8.1,0,-88.3,5.81,15.027,0,2.17,0,1.223,1.25,0,4.96
1/22/2026,8:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.114,0,34.31,0,1.93,0,101.1,0,8.26,0,6.28,2.97,8.1,0,-88.1,5.82,15.024,0,2.08,0,1.225,1.03,0,4.09
1/22/2026,8:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.103,0,34.3,0,1.991,0,100.7,0,8.23,0,6.36,2.99,8.09,0,-87.8,5.8,14.983,0,2.03,0,1.231,1.07,0,4.24
1/22/2026,8:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.098,0,34.3,0,2.06,0,100.5,0,8.22,0,6.37,3,8.09,0,-87.8,5.81,14.953,0,1.99,0,1.224,0.84,0,3.33
1/22/2026,8:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.091,0,34.29,0,2.126,0,100,0,8.18,0,6.7,3.11,8.09,0,-87.5,5.8,14.939,0,2.77,0,1.216,0.92,0,3.67
1/22/2026,9:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.085,0,34.29,0,2.199,0,100.2,0,8.21,0,6.73,3.12,8.08,0,-87.4,5.8,14.906,0,1.97,0,1.215,0.73,0,2.88
1/22/2026,9:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.077,0,34.28,0,2.261,0,100.1,0,8.2,0,6.71,3.11,8.08,0,-87.3,5.82,14.877,0,1.99,0,1.217,0.72,0,2.84
1/22/2026,9:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.081,0,34.29,0,2.334,0,99.6,0,8.15,0,6.76,3.13,8.08,0,-87.1,5.8,14.889,0,2.23,0,1.225,0.73,0,2.88
1/22/2026,9:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.086,0,34.29,0,2.396,0,99.5,0,8.15,0,6.91,3.18,8.08,0,-87.2,5.81,14.879,0,2.12,0,1.232,0.81,0,3.23
1/22/2026,10:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.076,0,34.28,0,2.447,0,96.9,0,7.93,0,6.6,3.08,8.06,0,-86.1,5.79,14.904,0,2,0,1.229,0.42,0,1.67
1/22/2026,10:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.078,0,34.28,0,2.501,0,87,0,7.12,0,6.19,2.94,8.01,0,-83.1,5.8,14.941,0,1.91,0,1.221,0.38,0,1.5
1/22/2026,10:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.078,0,34.28,0,2.547,0,82.9,0,6.79,0,6.53,3.05,7.99,0,-82.2,5.81,14.938,0,2.07,0,1.22,0.36,0,1.43
1/22/2026,10:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.077,0,34.28,0,2.586,0,86.2,0,7.05,0,5.82,2.82,8.03,0,-84.3,5.79,14.913,0,12.47,0,1.217,1.73,0,6.91
1/22/2026,11:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.083,0,34.29,0,2.617,0,94.4,0,7.72,0,6.29,2.97,8.06,0,-85.8,5.81,14.965,0,1.98,0,1.221,0.53,0,2.09
1/22/2026,11:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.08,0,34.29,0,2.635,0,95.2,0,7.78,0,6.35,2.99,8.06,0,-86,5.79,14.974,0,1.89,0,1.225,0.44,0,1.74
1/22/2026,11:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.106,0,34.31,0,2.639,0,100.1,0,8.16,0,6.54,3.06,8.09,0,-87.6,5.8,15.094,0,2.29,0,1.223,0.64,0,2.52
1/22/2026,11:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.097,0,34.3,0,2.624,0,101.7,0,8.28,0,6.11,2.91,8.09,0,-87.9,5.81,15.181,0,2.11,0,1.228,0.68,0,2.7
1/22/2026,12:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,52.046,0,34.26,0,2.593,0,101.6,0,8.3,0,7.18,3.27,8.09,0,-87.6,5.79,15.047,0,2.29,0,1.225,0.67,0,2.66
1/22/2026,12:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.953,0,34.19,0,2.549,0,101.2,0,8.32,0,9.27,3.97,8.07,0,-86.5,5.8,14.713,0,2.4,0,1.224,0.5,0,1.99
1/22/2026,12:30, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.861,0,34.11,0,2.507,0,101.2,0,8.36,0,10.59,4.41,8.06,0,-86,5.79,14.528,0,2.88,0,1.228,0.48,0,1.9
1/22/2026,12:45, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.802,0,34.07,0,2.466,0,102.2,0,8.46,0,11.75,4.8,8.06,0,-85.9,5.78,14.434,0,2.72,0,1.227,0.53,0,2.09
1/22/2026,13:00, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.689,0,33.98,0,2.406,0,103.2,0,8.56,0,12.4,5.01,8.06,0,-86,5.79,14.385,0,3.07,0,1.224,0.51,0,2.03
1/22/2026,13:15, ,gtmfmwq_24G103006_012126_050000.bin,Fort Matanzas,GTMNERR,0,51.608,0,33.92,0,2.353,0,103.5,0,8.6,0,13.61,5.42,8.06,0,-85.7,5.77,14.285,0,2.89,0,1.229,0.47,0,1.85
