DATE,TIME,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,CHLOROPHYLLRFU,ChlFluor,F_ChlFluor,SpCond,F_SpCond,Sal,F_Sal,Level,F_Level,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,FDOMQSU,FDOMRFU,pH,F_pH,PHMV,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT
4/9/2025,12:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.66,18.9,0,29.152,0,18.03,0,-0.089,0,72.5,0,5.65,0,78.77,26.46,7.71,0,-92.3,6.4,22.602,0,15.93,0,1.214
4/9/2025,13:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.73,19.2,0,28.156,0,17.35,0,-0.106,0,74.2,0,5.77,0,80.44,27.02,7.71,0,-92.2,6.4,22.913,0,14.37,0,1.214
4/9/2025,13:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.82,19.56,0,28.529,0,17.6,0,-0.127,0,74,0,5.75,0,79.92,26.84,7.7,0,-92.1,6.4,22.867,0,14.18,0,1.213
4/9/2025,13:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.87,19.73,0,27.955,0,17.21,0,-0.144,0,73.9,0,5.74,0,80.88,27.17,7.7,0,-91.7,6.4,22.994,0,13.73,0,1.214
4/9/2025,13:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.7,19.05,0,27.886,0,17.17,0,-0.161,0,73,0,5.67,0,81.05,27.22,7.69,0,-91.5,6.4,22.952,0,15.96,0,1.214
4/9/2025,14:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.45,18.07,0,28.011,0,17.25,0,-0.175,0,73.6,0,5.72,0,79.92,26.84,7.69,0,-91.4,6.4,23.013,0,13.24,0,1.215
4/9/2025,14:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.47,18.12,0,28.634,0,17.67,0,-0.186,0,73.1,0,5.67,0,79.91,26.84,7.69,0,-91.4,6.4,22.925,0,14.32,0,1.213
4/9/2025,14:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.68,19,0,27.413,0,16.85,0,-0.205,0,74.2,0,5.75,0,81.52,27.38,7.7,0,-91.7,6.4,23.214,0,12.49,0,1.214
4/9/2025,14:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.99,20.24,0,27.263,0,16.74,0,-0.223,0,74.1,0,5.74,0,80.87,27.16,7.69,0,-91.3,6.4,23.311,0,9.67,0,1.215
4/9/2025,15:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.68,18.97,0,26.711,0,16.37,0,-0.233,0,75.9,0,5.87,0,82.51,27.71,7.69,0,-91.3,6.4,23.479,0,11.97,0,1.214
4/9/2025,15:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.92,19.96,0,26.571,0,16.28,0,-0.248,0,75.7,0,5.86,0,82.91,27.85,7.7,0,-92,6.4,23.497,0,11.47,0,1.214
4/9/2025,15:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,5.13,20.8,0,26.366,0,16.14,0,-0.252,0,78,0,6.03,0,83.87,28.17,7.71,0,-92.6,6.4,23.596,0,10.54,0,1.214
4/9/2025,15:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.75,19.28,0,25.966,0,15.87,0,-0.256,0,77.7,0,6,0,84.55,28.4,7.7,0,-91.9,6.4,23.768,0,9.84,0,1.215
4/9/2025,16:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.7,19.07,0,25.071,0,15.26,0,-0.251,0,80.8,0,6.22,0,85.58,28.75,7.71,0,-92.7,6.41,24.111,0,11.46,0,1.214
4/9/2025,16:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,5.29,21.43,0,23.773,0,14.4,0,-0.242,0,84.8,0,6.5,0,86.89,29.18,7.72,0,-93.4,6.4,24.662,0,11.35,0,1.214
4/9/2025,16:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.64,18.83,0,22.737,0,13.7,0,-0.23,0,96.6,0,7.3,0,85.13,28.6,7.79,0,-97.9,6.4,25.647,0,12.17,0,1.214
4/9/2025,16:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.17,16.94,0,22.093,0,13.27,0,-0.215,0,99,0,7.48,0,85.61,28.76,7.81,0,-99.2,6.4,25.79,0,11.11,0,1.215
4/9/2025,17:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.02,16.29,0,22.509,0,13.55,0,-0.196,0,99.9,0,7.56,0,84.83,28.49,7.84,0,-100.4,6.4,25.615,0,12.74,0,1.207
4/9/2025,17:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.25,17.26,0,22.707,0,13.68,0,-0.176,0,99.6,0,7.56,0,84.49,28.38,7.84,0,-100.7,6.4,25.442,0,12.77,0,1.209
4/9/2025,17:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.18,16.98,0,23.973,0,14.52,0,-0.145,0,101.2,0,7.67,0,82.04,27.56,7.87,0,-102.2,6.4,25.23,0,13.74,0,1.214
4/9/2025,17:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.42,17.91,0,24.799,0,15.07,0,-0.113,0,102.1,0,7.74,0,81.32,27.31,7.88,0,-103.1,6.4,25.02,0,12.31,0,1.207
4/9/2025,18:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.17,16.9,0,25.022,0,15.22,0,-0.079,0,101.7,0,7.72,0,80.6,27.07,7.89,0,-103.3,6.4,24.908,0,15.05,0,1.212
4/9/2025,18:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.68,18.97,0,25.918,0,15.82,0,-0.043,0,102.4,0,7.78,0,80.01,26.87,7.9,0,-104,6.41,24.655,0,13.24,0,1.214
4/9/2025,18:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.31,17.48,0,26.963,0,16.53,0,-0.005,0,101.7,0,7.73,0,78.91,26.5,7.9,0,-104,6.4,24.409,0,13.27,0,1.216
4/9/2025,18:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.33,17.56,0,28.563,0,17.61,0,0.036,0,99,0,7.51,0,76.05,25.54,7.88,0,-102.9,6.4,24.231,0,16.57,0,1.215
4/9/2025,19:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.26,17.28,0,29.346,0,18.14,0,0.078,0,98.7,0,7.47,0,74.3,24.96,7.88,0,-102.9,6.4,24.163,0,16.9,0,1.211
4/9/2025,19:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.57,18.53,0,29.757,0,18.42,0,0.125,0,98.8,0,7.48,0,73.91,24.83,7.89,0,-103.6,6.4,24.008,0,15.69,0,1.214
4/9/2025,19:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.05,16.45,0,30.732,0,19.09,0,0.168,0,98.9,0,7.49,0,71.97,24.17,7.9,0,-104.2,6.4,23.804,0,17.78,0,1.216
4/9/2025,19:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.71,19.11,0,32.827,0,20.53,0,0.203,0,98.1,0,7.36,0,58.98,19.81,7.9,0,-103.9,6.4,23.866,0,59.39,0,1.216
4/9/2025,20:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4.33,17.56,0,34.765,0,21.87,0,0.237,0,98.1,0,7.31,0,56.9,19.11,7.91,0,-104.6,6.4,23.828,0,50.98,0,1.214
4/9/2025,20:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.72,15.09,0,34.613,0,21.77,0,0.263,0,97.8,0,7.32,0,62.96,21.15,7.92,0,-105.1,6.4,23.601,0,22.95,0,1.214
4/9/2025,20:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.78,15.33,0,35.441,0,22.35,0,0.286,0,98.2,0,7.34,0,61.72,20.73,7.93,0,-105.9,6.4,23.487,0,26.68,0,1.214
4/9/2025,20:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.53,14.35,0,35.641,0,22.49,0,0.307,0,97.9,0,7.33,0,63.67,21.39,7.94,0,-106.3,6.4,23.367,0,20.66,0,1.217
4/9/2025,21:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.61,14.65,0,36.982,0,23.42,0,0.323,0,98.2,0,7.31,0,57.78,19.41,7.95,0,-107.2,6.4,23.326,0,34.21,0,1.215
4/9/2025,21:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.34,13.58,0,37.442,0,23.75,0,0.333,0,97.9,0,7.29,0,61.19,20.56,7.96,0,-107.4,6.4,23.22,0,20.37,0,1.214
4/9/2025,21:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.46,14.03,0,38.301,0,24.35,0,0.342,0,97.2,0,7.22,0,57.47,19.31,7.96,0,-107.4,6.4,23.182,0,20.1,0,1.214
4/9/2025,21:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.41,13.85,0,39.49,0,25.19,0,0.347,0,96.5,0,7.14,0,55.88,18.77,7.96,0,-107.3,6.41,23.126,0,27.68,0,1.214
4/9/2025,22:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.25,13.18,0,40.658,0,26.02,0,0.349,0,95.9,0,7.08,0,54.44,18.29,7.96,0,-107.3,6.4,23.04,0,21.88,0,1.216
4/9/2025,22:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.2,13.02,0,41.008,0,26.27,0,0.347,0,95.6,0,7.05,0,55.25,18.56,7.96,0,-107.2,6.4,23,0,18.61,0,1.214
4/9/2025,22:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.5,14.19,0,42.053,0,27.02,0,0.34,0,94.4,0,6.93,0,51.79,17.4,7.95,0,-106.8,6.41,22.991,0,21.43,0,1.215
4/9/2025,22:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,2.95,11.98,0,42.207,0,27.13,0,0.328,0,89.2,0,6.54,0,50.6,17,7.93,0,-105.6,6.4,22.988,0,16.91,0,1.215
4/9/2025,23:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.22,13.07,0,42.247,0,27.16,0,0.312,0,92,0,6.75,0,52.15,17.52,7.94,0,-106.3,6.41,22.974,0,15.42,0,1.214
4/9/2025,23:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.3,13.39,0,41.656,0,26.73,0,0.297,0,93.7,0,6.89,0,53.74,18.05,7.95,0,-106.7,6.4,23.008,0,17.51,0,1.214
4/9/2025,23:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.34,13.56,0,40.114,0,25.64,0,0.281,0,93.8,0,6.93,0,56.79,19.08,7.95,0,-106.8,6.41,23.086,0,20.33,0,1.215
4/9/2025,23:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.47,14.1,0,38.583,0,24.55,0,0.262,0,93.7,0,6.96,0,58.27,19.57,7.94,0,-106.4,6.4,23.119,0,19.14,0,1.214
4/10/2025,0:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,4,16.21,0,36.858,0,23.34,0,0.239,0,92.9,0,6.96,0,62.84,21.11,7.92,0,-104.9,6.4,23.038,0,22.93,0,1.216
4/10/2025,0:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.74,15.17,0,35.613,0,22.47,0,0.213,0,92.3,0,6.94,0,64.1,21.53,7.9,0,-104,6.4,23.116,0,24.76,0,1.214
4/10/2025,0:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.94,15.98,0,34.763,0,21.88,0,0.193,0,91,0,6.87,0,64.59,21.7,7.87,0,-102.3,6.4,23.107,0,29.83,0,1.214
4/10/2025,0:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.77,15.31,0,33.609,0,21.08,0,0.175,0,89.9,0,6.82,0,68.8,23.11,7.85,0,-100.6,6.4,23.078,0,22.46,0,1.214
4/10/2025,1:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.83,15.56,0,32.73,0,20.47,0,0.159,0,89.5,0,6.8,0,71.14,23.9,7.84,0,-100,6.4,23.187,0,20.11,0,1.214
4/10/2025,1:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.58,14.55,0,32.09,0,20.03,0,0.122,0,87.8,0,6.69,0,73.43,24.66,7.81,0,-98.6,6.4,23.181,0,18.72,0,1.214
4/10/2025,1:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.82,15.52,0,31.258,0,19.46,0,0.089,0,87.3,0,6.68,0,75.42,25.33,7.8,0,-97.7,6.4,23.185,0,17.38,0,1.215
4/10/2025,1:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.83,15.56,0,30.45,0,18.91,0,0.062,0,86.4,0,6.62,0,77,25.86,7.77,0,-96.4,6.4,23.181,0,17.96,0,1.214
4/10/2025,2:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.84,15.59,0,29.674,0,18.38,0,0.035,0,85.4,0,6.56,0,78.72,26.44,7.75,0,-95.2,6.4,23.209,0,15.04,0,1.215
4/10/2025,2:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.71,15.07,0,28.744,0,17.75,0,0.011,0,83.8,0,6.47,0,81.23,27.28,7.73,0,-93.5,6.4,23.194,0,13.69,0,1.215
4/10/2025,2:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.86,15.68,0,28.06,0,17.28,0,-0.015,0,83.3,0,6.43,0,82.42,27.68,7.72,0,-93.2,6.41,23.26,0,11.79,0,1.214
4/10/2025,2:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.93,15.94,0,27.986,0,17.23,0,-0.036,0,82.6,0,6.38,0,82.3,27.64,7.71,0,-92.7,6.4,23.289,0,12.68,0,1.214
4/10/2025,3:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.93,15.95,0,27.435,0,16.86,0,-0.054,0,82,0,6.35,0,83.27,27.97,7.7,0,-92,6.41,23.313,0,12.62,0,1.215
4/10/2025,3:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.76,15.25,0,27.363,0,16.81,0,-0.068,0,80.7,0,6.25,0,84,28.22,7.69,0,-91.4,6.4,23.327,0,11.76,0,1.214
4/10/2025,3:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.59,14.58,0,27.193,0,16.7,0,-0.071,0,77.7,0,6.02,0,84.68,28.44,7.67,0,-90.3,6.4,23.307,0,10.94,0,1.216
4/10/2025,3:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.27,13.28,0,27.116,0,16.64,0,-0.08,0,74.3,0,5.76,0,83.01,27.88,7.64,0,-88.3,6.4,23.321,0,9.47,0,1.215
4/10/2025,4:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.38,13.71,0,27.176,0,16.68,0,-0.084,0,72.2,0,5.59,0,82.72,27.78,7.62,0,-87.2,6.4,23.326,0,9.1,0,1.214
4/10/2025,4:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.75,15.24,0,26.927,0,16.52,0,-0.075,0,77.3,0,5.99,0,84.79,28.48,7.66,0,-89.4,6.4,23.334,0,9.82,0,1.214
4/10/2025,4:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.95,16.03,0,26.11,0,15.97,0,-0.058,0,79.9,0,6.21,0,86.84,29.17,7.66,0,-89.2,6.41,23.352,0,9.67,0,1.217
4/10/2025,4:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.68,14.94,0,26.114,0,15.97,0,-0.041,0,79.7,0,6.21,0,87.37,29.34,7.65,0,-89.1,6.41,23.228,0,9.49,0,1.215
4/10/2025,5:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.56,14.45,0,26.661,0,16.34,0,-0.026,0,79,0,6.18,0,87.67,29.45,7.64,0,-88.3,6.4,22.917,0,8.95,0,1.214
4/10/2025,5:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.65,14.81,0,28.43,0,17.53,0,-0.002,0,80.4,0,6.22,0,84.03,28.23,7.68,0,-90.9,6.4,23.084,0,9.7,0,1.214
4/10/2025,5:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.41,13.85,0,29.386,0,18.18,0,0.025,0,79.7,0,6.16,0,82.41,27.68,7.69,0,-91.1,6.4,22.968,0,11.37,0,1.214
4/10/2025,5:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.38,13.72,0,30.517,0,18.96,0,0.054,0,79.8,0,6.15,0,80.54,27.05,7.7,0,-91.8,6.4,22.84,0,18.45,0,1.214
4/10/2025,6:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.31,13.43,0,31.175,0,19.41,0,0.082,0,80.6,0,6.2,0,79.54,26.72,7.72,0,-92.9,6.41,22.873,0,11.51,0,1.214
4/10/2025,6:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.26,13.26,0,31.479,0,19.62,0,0.112,0,80.8,0,6.21,0,79.04,26.55,7.73,0,-93.5,6.41,22.843,0,11.38,0,1.216
4/10/2025,6:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.15,12.79,0,32.297,0,20.18,0,0.142,0,81.1,0,6.21,0,77.24,25.94,7.74,0,-94.1,6.4,22.84,0,12.91,0,1.216
4/10/2025,6:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.04,12.37,0,32.746,0,20.49,0,0.174,0,80.3,0,6.15,0,76.17,25.59,7.74,0,-94.2,6.4,22.769,0,13.2,0,1.214
4/10/2025,7:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.44,13.95,0,33.455,0,20.98,0,0.206,0,80,0,6.12,0,74.81,25.13,7.74,0,-94.5,6.41,22.679,0,13.67,0,1.214
4/10/2025,7:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.08,12.5,0,35.935,0,22.71,0,0.232,0,79.1,0,6.01,0,69.47,23.34,7.75,0,-95,6.4,22.451,0,19.64,0,1.215
4/10/2025,7:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.43,13.93,0,37.315,0,23.67,0,0.258,0,78.4,0,5.95,0,68.13,22.89,7.75,0,-94.8,6.4,22.194,0,18.25,0,1.215
4/10/2025,7:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.1,12.58,0,37.022,0,23.47,0,0.281,0,80.4,0,6.13,0,69.25,23.26,7.77,0,-95.9,6.41,22.051,0,15.09,0,1.215
4/10/2025,8:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,2.97,12.08,0,37.47,0,23.79,0,0.301,0,81.4,0,6.2,0,68.58,23.04,7.78,0,-96.5,6.4,22.018,0,14.03,0,1.216
4/10/2025,8:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.23,13.14,0,38.249,0,24.33,0,0.318,0,81.9,0,6.22,0,67.1,22.54,7.79,0,-97,6.41,22.043,0,13.82,0,1.216
4/10/2025,8:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.05,12.4,0,39.826,0,25.45,0,0.336,0,81.5,0,6.15,0,61.18,20.55,7.8,0,-97.5,6.41,21.979,0,21.26,0,1.215
4/10/2025,8:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.45,14.02,0,41.161,0,26.4,0,0.351,0,81.8,0,6.15,0,56.74,19.06,7.81,0,-98.3,6.41,21.896,0,27.91,0,1.215
4/10/2025,9:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.06,12.43,0,41.916,0,26.94,0,0.365,0,83.6,0,6.26,0,56.3,18.91,7.83,0,-99.6,6.41,21.94,0,21.05,0,1.216
4/10/2025,9:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,2.82,11.46,0,42.489,0,27.35,0,0.376,0,85.5,0,6.39,0,54.54,18.32,7.85,0,-100.7,6.41,21.869,0,16.98,0,1.217
4/10/2025,9:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,2.86,11.63,0,42.897,0,27.64,0,0.383,0,87.3,0,6.51,0,54.44,18.29,7.87,0,-101.6,6.41,21.915,0,14.88,0,1.216
4/10/2025,9:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,2.8,11.38,0,43.013,0,27.72,0,0.388,0,88,0,6.55,0,54.46,18.3,7.87,0,-101.8,6.4,22.024,0,12.21,0,1.216
4/10/2025,10:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,2.94,11.95,0,43.136,0,27.81,0,0.386,0,87.5,0,6.5,0,53.86,18.09,7.87,0,-101.7,6.41,22.044,0,14.24,0,1.215
4/10/2025,10:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.08,12.53,0,43.244,0,27.88,0,0.378,0,85.4,0,6.34,0,52.87,17.76,7.85,0,-100.9,6.41,22.085,0,10.69,0,1.214
4/10/2025,10:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,2.83,11.49,0,43.486,0,28.06,0,0.362,0,81.4,0,6.05,0,51.95,17.45,7.86,0,-101.3,6.4,22.009,0,14.79,0,1.215
4/10/2025,10:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.02,12.27,0,43.016,0,27.72,0,0.343,0,86.7,0,6.44,0,54.21,18.21,7.87,0,-101.7,6.4,22.107,0,13.09,0,1.216
4/10/2025,11:00, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.43,13.92,0,42.867,0,27.62,0,0.324,0,86.2,0,6.42,0,54.84,18.42,7.86,0,-101.4,6.41,22.006,0,13.74,0,1.215
4/10/2025,11:15, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.52,14.28,0,42.225,0,27.15,0,0.305,0,86.5,0,6.44,0,56.41,18.95,7.85,0,-100.9,6.4,22.168,0,14.41,0,1.216
4/10/2025,11:30, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.42,13.89,0,41.484,0,26.62,0,0.285,0,87.1,0,6.48,0,57.35,19.27,7.84,0,-100.3,6.41,22.4,0,13.38,0,1.215
4/10/2025,11:45, ,gtmpcwq_15E101699_040925_050000.bin,Pellicer Creek,GTMNERR,0,3.99,16.18,0,41.037,0,26.3,0,0.264,0,86.3,0,6.43,0,56.44,18.96,7.83,0,-99.8,6.41,22.408,0,26.97,0,1.216
