DATE,TIME,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Level,F_Level,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,FDOMQSU,FDOMRFU,pH,F_pH,mVpH,BATTERY,Turb,F_Turb,Temp,F_Temp,WIPERPOSITIONVOLT,CHLOROPHYLLRFU,ChlFluor,F_ChlFluor
7/9/2025,17:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,15.245,0,8.81,0,-0.244,0,35.5,0,2.52,0,88.95,29.73,7.19,0,-24.3,5.98,6.58,0,30.937,0,1.201,2.26,9.32,0
7/9/2025,17:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,13.213,0,7.54,0,-0.229,0,38.5,0,2.74,0,92.03,30.76,7.17,0,-22.9,5.99,7.94,0,30.978,0,1.189,2.47,10.15,0
7/9/2025,18:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,10.465,0,5.86,0,-0.218,0,58,0,4.15,0,91.52,30.59,7.32,0,-32.2,5.98,15.53,0,31.337,0,1.195,3.54,14.56,0
7/9/2025,18:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,9.626,0,5.35,0,-0.207,0,62.1,0,4.44,0,93.27,31.17,7.26,0,-28.3,5.98,14.23,0,31.558,0,1.193,3.47,14.28,0
7/9/2025,18:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,10.334,0,5.78,0,-0.184,0,61.6,0,4.4,0,93.93,31.39,7.27,0,-28.9,5.98,12.27,0,31.498,0,1.188,3.71,15.26,0
7/9/2025,18:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,11.06,0,6.22,0,-0.156,0,71.1,0,5.07,0,93.08,31.11,7.33,0,-32.5,5.99,13.5,0,31.48,0,1.191,3.95,16.27,0
7/9/2025,19:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,11.688,0,6.6,0,-0.13,0,79.7,0,5.67,0,91.86,30.7,7.41,0,-37.5,5.99,12.45,0,31.447,0,1.199,4.24,17.46,0
7/9/2025,19:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,12.637,0,7.18,0,-0.104,0,75.1,0,5.33,0,91.39,30.55,7.39,0,-36.1,5.99,13.08,0,31.409,0,1.193,4.09,16.82,0
7/9/2025,19:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,11.737,0,6.63,0,-0.072,0,75.6,0,5.41,0,92.79,31.01,7.39,0,-36.5,5.98,13.24,0,31.053,0,1.184,4.13,16.99,0
7/9/2025,19:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,13.996,0,8.03,0,-0.037,0,72.5,0,5.15,0,90,30.08,7.39,0,-36,5.99,13.05,0,31.072,0,1.198,3.98,16.38,0
7/9/2025,20:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,15.402,0,8.9,0,0.001,0,73.6,0,5.21,0,88.15,29.47,7.44,0,-39.1,5.99,12.33,0,30.925,0,1.199,3.97,16.34,0
7/9/2025,20:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.772,0,11.04,0,0.04,0,67.4,0,4.73,0,84.11,28.12,7.41,0,-37.5,5.99,15.03,0,30.752,0,1.185,3.59,14.77,0
7/9/2025,20:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,20.319,0,12.04,0,0.081,0,65.5,0,4.6,0,82.05,27.43,7.43,0,-39,5.99,15.21,0,30.516,0,1.202,4.01,16.5,0
7/9/2025,20:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.106,0,13.21,0,0.125,0,67.1,0,4.69,0,79.43,26.56,7.52,0,-44.1,5.99,15.55,0,30.417,0,1.184,3.82,15.73,0
7/9/2025,21:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,24.448,0,14.75,0,0.171,0,67.7,0,4.69,0,74.89,25.05,7.54,0,-45.3,5.99,16.32,0,30.382,0,1.2,3.58,14.75,0
7/9/2025,21:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,25.882,0,15.7,0,0.214,0,68.1,0,4.7,0,71.41,23.89,7.59,0,-48.2,5.99,16.95,0,30.375,0,1.192,3.43,14.11,0
7/9/2025,21:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,26.931,0,16.4,0,0.252,0,68.8,0,4.72,0,69.71,23.32,7.59,0,-48.5,5.99,16.77,0,30.36,0,1.185,3.44,14.15,0
7/9/2025,21:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,27.465,0,16.76,0,0.287,0,67.7,0,4.65,0,69.87,23.37,7.6,0,-49.3,5.99,15.29,0,30.285,0,1.202,3.11,12.79,0
7/9/2025,22:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,28.581,0,17.51,0,0.312,0,69.1,0,4.72,0,64.26,21.5,7.65,0,-51.8,5.99,23.26,0,30.36,0,1.194,3.07,12.64,0
7/9/2025,22:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.093,0,17.85,0,0.326,0,71.6,0,4.88,0,65.15,21.8,7.68,0,-53.7,5.99,19.06,0,30.274,0,1.183,3.08,12.69,0
7/9/2025,22:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.84,0,18.36,0,0.335,0,68,0,4.63,0,63.94,21.4,7.63,0,-50.8,5.99,14.58,0,30.197,0,1.2,2.57,10.59,0
7/9/2025,22:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,30.371,0,18.72,0,0.337,0,67.2,0,4.57,0,64.81,21.69,7.64,0,-51.4,5.99,12.38,0,30.134,0,1.194,2.68,11.04,0
7/9/2025,23:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,30.523,0,18.83,0,0.332,0,62,0,4.22,0,58.22,19.49,7.63,0,-50.7,5.99,23.7,0,30.121,0,1.2,2.46,10.12,0
7/9/2025,23:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,31.774,0,19.68,0,0.319,0,61.6,0,4.17,0,61.18,20.48,7.6,0,-49.1,5.99,13.13,0,30.11,0,1.194,2.01,8.29,0
7/9/2025,23:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,32.184,0,19.96,0,0.298,0,65.4,0,4.42,0,59.91,20.05,7.65,0,-51.8,5.99,12.04,0,30.089,0,1.184,2.31,9.5,0
7/9/2025,23:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.419,0,18.08,0,0.277,0,64.2,0,4.39,0,66.67,22.31,7.61,0,-49.6,5.99,11.12,0,30.122,0,1.197,2.46,10.14,0
7/10/2025,0:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,28.638,0,17.55,0,0.255,0,63.1,0,4.32,0,68.33,22.86,7.57,0,-47.5,5.99,11.22,0,30.174,0,1.184,2.37,9.76,0
7/10/2025,0:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,28.191,0,17.25,0,0.234,0,62.7,0,4.3,0,67.56,22.6,7.58,0,-47.8,5.99,15.35,0,30.167,0,1.193,2.62,10.78,0
7/10/2025,0:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,24.538,0,14.81,0,0.211,0,58.5,0,4.08,0,76.26,25.5,7.5,0,-42.7,5.99,12,0,30.037,0,1.195,2.56,10.53,0
7/10/2025,0:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,23.722,0,14.27,0,0.188,0,55.7,0,3.89,0,77.32,25.86,7.47,0,-40.8,5.99,12.95,0,30.007,0,1.199,2.51,10.35,0
7/10/2025,1:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,24.76,0,14.96,0,0.161,0,56.3,0,3.92,0,75.65,25.3,7.46,0,-40.5,5.99,12.75,0,30.109,0,1.202,2.65,10.9,0
7/10/2025,1:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.353,0,13.38,0,0.139,0,54.7,0,3.84,0,81.2,27.15,7.41,0,-37.3,5.99,11.11,0,30.059,0,1.188,2.53,10.4,0
7/10/2025,1:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,20.906,0,12.43,0,0.113,0,50.7,0,3.58,0,83.98,28.08,7.36,0,-34.7,5.99,9.22,0,30.019,0,1.196,2.29,9.44,0
7/10/2025,1:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.048,0,12.52,0,0.088,0,50.7,0,3.58,0,84.2,28.15,7.36,0,-34.6,5.99,9.64,0,30.048,0,1.194,2.48,10.21,0
7/10/2025,2:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.106,0,12.56,0,0.064,0,49.3,0,3.48,0,84.41,28.22,7.34,0,-33.1,5.99,9.1,0,30.065,0,1.186,2.36,9.7,0
7/10/2025,2:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.042,0,13.17,0,0.039,0,48.9,0,3.44,0,82.28,27.51,7.35,0,-34.1,5.99,10.55,0,30.109,0,1.201,2.59,10.66,0
7/10/2025,2:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.897,0,13.08,0,0.017,0,53.3,0,3.74,0,83.09,27.78,7.38,0,-35.6,5.99,9.83,0,30.098,0,1.194,2.93,12.07,0
7/10/2025,2:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.703,0,12.95,0,-0.005,0,51.4,0,3.61,0,83.12,27.79,7.37,0,-34.9,5.99,9.83,0,30.113,0,1.185,2.93,12.07,0
7/10/2025,3:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.531,0,12.84,0,-0.023,0,46.8,0,3.29,0,83.42,27.89,7.31,0,-31.1,5.99,8.69,0,30.061,0,1.191,2.46,10.13,0
7/10/2025,3:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.562,0,11.56,0,-0.043,0,50,0,3.55,0,87.34,29.2,7.32,0,-32.1,5.99,9.46,0,30.06,0,1.185,2.56,10.54,0
7/10/2025,3:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,20.49,0,12.16,0,-0.063,0,48.6,0,3.43,0,86.13,28.79,7.32,0,-32.1,5.99,9.39,0,30.11,0,1.188,2.78,11.43,0
7/10/2025,3:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.5,0,10.88,0,-0.081,0,47.8,0,3.4,0,89.4,29.88,7.29,0,-30.1,5.99,8.26,0,29.948,0,1.196,2.64,10.89,0
7/10/2025,4:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.003,0,11.2,0,-0.099,0,46.2,0,3.28,0,88.5,29.58,7.28,0,-29.3,5.99,8.16,0,29.968,0,1.193,2.64,10.86,0
7/10/2025,4:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.086,0,10.62,0,-0.116,0,44.9,0,3.21,0,88.94,29.73,7.26,0,-28,5.99,9.66,0,29.905,0,1.197,2.5,10.27,0
7/10/2025,4:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.831,0,11.09,0,-0.129,0,38.9,0,2.77,0,87.39,29.21,7.23,0,-26.7,5.99,7.24,0,29.936,0,1.192,2.28,9.41,0
7/10/2025,4:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.153,0,11.3,0,-0.14,0,35.7,0,2.54,0,87.14,29.13,7.22,0,-25.8,5.99,6.67,0,29.952,0,1.186,2.24,9.22,0
7/10/2025,5:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.348,0,10.79,0,-0.152,0,34.4,0,2.46,0,88.85,29.7,7.21,0,-25.2,5.99,7.15,0,29.902,0,1.2,2.15,8.87,0
7/10/2025,5:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.95,0,10.53,0,-0.162,0,34.1,0,2.44,0,88.46,29.57,7.19,0,-24.3,5.99,7.08,0,29.856,0,1.193,1.97,8.13,0
7/10/2025,5:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.062,0,9.97,0,-0.173,0,33.6,0,2.41,0,89.69,29.98,7.2,0,-24.5,5.99,6.96,0,29.787,0,1.193,1.92,7.91,0
7/10/2025,5:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.33,0,10.14,0,-0.184,0,32.1,0,2.31,0,88.44,29.56,7.2,0,-24.5,5.99,8.36,0,29.833,0,1.191,2.03,8.35,0
7/10/2025,6:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,16.687,0,9.73,0,-0.193,0,31.4,0,2.26,0,90.09,30.11,7.2,0,-24.5,5.99,6.8,0,29.778,0,1.185,1.94,7.99,0
7/10/2025,6:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,15.938,0,9.26,0,-0.195,0,33.7,0,2.43,0,89.96,30.07,7.19,0,-23.8,6,7.05,0,29.725,0,1.186,2.12,8.72,0
7/10/2025,6:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,15.114,0,8.74,0,-0.185,0,29.5,0,2.14,0,92.94,31.06,7.16,0,-22.5,5.99,6.51,0,29.608,0,1.199,2.01,8.27,0
7/10/2025,6:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,13.854,0,7.96,0,-0.171,0,29.3,0,2.14,0,93.9,31.38,7.16,0,-22.3,6,5.63,0,29.469,0,1.194,2.12,8.72,0
7/10/2025,7:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,12.802,0,7.3,0,-0.152,0,33,0,2.42,0,96.46,32.23,7.15,0,-21.7,6,6.49,0,29.332,0,1.187,2.13,8.76,0
7/10/2025,7:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,12.458,0,7.1,0,-0.137,0,38.5,0,2.85,0,96.39,32.21,7.17,0,-22.6,6,8.18,0,29.027,0,1.196,2.43,10.02,0
7/10/2025,7:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,12.753,0,7.28,0,-0.116,0,38.9,0,2.87,0,97.98,32.74,7.16,0,-22.1,5.99,7.76,0,29.051,0,1.194,2.29,9.44,0
7/10/2025,7:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,13.381,0,7.67,0,-0.092,0,40.9,0,3.02,0,97.19,32.48,7.18,0,-23.6,6,8.86,0,28.986,0,1.193,2.78,11.44,0
7/10/2025,8:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,14.839,0,8.57,0,-0.069,0,42.1,0,3.08,0,95.07,31.77,7.2,0,-24.7,5.99,9.05,0,29.039,0,1.183,2.52,10.36,0
7/10/2025,8:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,15.359,0,8.9,0,-0.044,0,45.4,0,3.32,0,93.71,31.32,7.22,0,-26.1,5.99,8.65,0,29.05,0,1.195,2.61,10.73,0
7/10/2025,8:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,16.035,0,9.32,0,-0.014,0,45,0,3.27,0,92.46,30.9,7.23,0,-26.5,6,8.53,0,29.273,0,1.186,2.91,11.99,0
7/10/2025,8:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,15.812,0,9.18,0,0.013,0,51.5,0,3.74,0,92.15,30.8,7.26,0,-28.1,6,8.92,0,29.461,0,1.197,3.42,14.08,0
7/10/2025,9:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,16.729,0,9.76,0,0.036,0,50.5,0,3.65,0,91.27,30.51,7.27,0,-29.2,5.99,10.56,0,29.456,0,1.199,2.77,11.39,0
7/10/2025,9:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.374,0,10.17,0,0.059,0,54.3,0,3.9,0,90.21,30.15,7.3,0,-30.6,6,10.46,0,29.646,0,1.185,3.02,12.43,0
7/10/2025,9:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.562,0,10.92,0,0.081,0,55.3,0,3.95,0,88.04,29.43,7.33,0,-32.6,6,9.78,0,29.78,0,1.202,3.07,12.62,0
7/10/2025,9:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.554,0,12.86,0,0.104,0,50,0,3.54,0,83.51,27.92,7.33,0,-32.3,6,10.9,0,29.717,0,1.19,2.65,10.9,0
7/10/2025,10:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.576,0,13.53,0,0.12,0,46.4,0,3.27,0,81.4,27.22,7.34,0,-33.4,6,10.19,0,29.726,0,1.196,2.32,9.57,0
7/10/2025,10:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,23.996,0,14.46,0,0.13,0,44.8,0,3.14,0,78.9,26.38,7.34,0,-33.3,6,9.47,0,29.694,0,1.196,2.54,10.46,0
7/10/2025,10:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,25.231,0,15.28,0,0.133,0,43,0,3.01,0,76.91,25.72,7.33,0,-32.8,6,9.63,0,29.618,0,1.198,2.29,9.41,0
7/10/2025,10:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,27.402,0,16.73,0,0.125,0,32.8,0,2.28,0,74.17,24.8,7.31,0,-31.5,6,9.75,0,29.515,0,1.194,2.07,8.53,0
7/10/2025,11:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.26,0,17.98,0,0.111,0,33.4,0,2.3,0,70.47,23.57,7.34,0,-33,5.99,11.59,0,29.467,0,1.19,2.47,10.17,0
7/10/2025,11:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,30.194,0,18.62,0,0.097,0,29.9,0,2.06,0,67.32,22.52,7.32,0,-32.1,5.99,13.5,0,29.421,0,1.196,2.54,10.44,0
7/10/2025,11:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,30.247,0,18.65,0,0.087,0,32.7,0,2.25,0,66.77,22.34,7.34,0,-33.2,6,17.17,0,29.423,0,1.193,2.32,9.55,0
7/10/2025,11:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.188,0,17.94,0,0.071,0,26.9,0,1.86,0,69.26,23.17,7.32,0,-32,6,10.18,0,29.48,0,1.185,1.79,7.37,0
7/10/2025,12:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,28.763,0,17.65,0,0.052,0,26.6,0,1.84,0,70.06,23.44,7.33,0,-32.6,6,8.84,0,29.494,0,1.194,1.93,7.95,0
7/10/2025,12:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,28.354,0,17.37,0,0.029,0,27.5,0,1.91,0,71.13,23.79,7.32,0,-32.2,6,8.23,0,29.505,0,1.2,1.81,7.45,0
7/10/2025,12:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,27.136,0,16.55,0,0.015,0,27.6,0,1.92,0,73.01,24.42,7.31,0,-31.5,6,8.62,0,29.548,0,1.187,1.83,7.55,0
7/10/2025,12:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,26.738,0,16.29,0,0.001,0,28.5,0,1.98,0,73.03,24.43,7.32,0,-31.6,6,7.45,0,29.567,0,1.185,2.05,8.45,0
7/10/2025,13:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,26.016,0,15.8,0,-0.014,0,27.5,0,1.92,0,74.35,24.86,7.3,0,-30.9,6,7.57,0,29.602,0,1.201,1.75,7.22,0
7/10/2025,13:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,25.789,0,15.65,0,-0.032,0,29.4,0,2.05,0,75.29,25.18,7.31,0,-31.3,6,7.07,0,29.618,0,1.19,1.89,7.78,0
