DATE,TIME,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Depth,F_Depth,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT,CHLOROPHYLLRFU,ChlFluor,F_ChlFluor
9/25/2025,15:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.552,0,31.54,0,2.085,0,90.1,0,5.75,0,7.86,0,-74.9,6.18,29.781,0,5.09,0,1.225,1.62,6.55,0
9/25/2025,15:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.555,0,31.55,0,2.043,0,90.5,0,5.77,0,7.86,0,-74.7,6.17,29.769,0,5.52,0,1.228,1.79,7.22,0
9/25/2025,16:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.552,0,31.55,0,2.004,0,92.4,0,5.89,0,7.87,0,-75.3,6.18,29.759,0,5.07,0,1.232,2.36,9.53,0
9/25/2025,16:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.565,0,31.56,0,1.967,0,91.3,0,5.83,0,7.87,0,-75,6.17,29.732,0,5.74,0,1.233,1.89,7.63,0
9/25/2025,16:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.624,0,31.6,0,1.931,0,89.8,0,5.74,0,7.86,0,-74.6,6.18,29.689,0,6.12,0,1.22,1.68,6.79,0
9/25/2025,16:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.745,0,31.69,0,1.896,0,90.6,0,5.78,0,7.87,0,-75.4,6.18,29.726,0,6.24,0,1.22,1.78,7.19,0
9/25/2025,17:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.741,0,31.69,0,1.859,0,91.1,0,5.82,0,7.87,0,-75.6,6.17,29.681,0,5.68,0,1.223,1.88,7.6,0
9/25/2025,17:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.916,0,31.81,0,1.828,0,93.7,0,5.97,0,7.89,0,-76.8,6.17,29.752,0,6.07,0,1.224,1.94,7.83,0
9/25/2025,17:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.986,0,31.86,0,1.801,0,92.2,0,5.88,0,7.89,0,-76.5,6.17,29.744,0,6.44,0,1.224,1.72,6.98,0
9/25/2025,17:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.059,0,31.92,0,1.784,0,90.3,0,5.76,0,7.89,0,-76.3,6.17,29.669,0,7.53,0,1.225,1.59,6.45,0
9/25/2025,18:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.13,0,31.97,0,1.772,0,92,0,5.87,0,7.9,0,-76.8,6.18,29.643,0,7.33,0,1.224,1.85,7.47,0
9/25/2025,18:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.764,0,32.45,0,1.766,0,93.9,0,6.01,0,7.94,0,-79.4,6.17,29.26,0,8.19,0,1.224,1.61,6.53,0
9/25/2025,18:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.344,0,32.89,0,1.776,0,95.1,0,6.12,0,7.97,0,-81.4,6.17,28.8,0,11.21,0,1.22,2.2,8.91,0
9/25/2025,18:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.295,0,32.86,0,1.792,0,95.9,0,6.19,0,7.99,0,-82.2,6.17,28.59,0,9.09,0,1.215,2.11,8.52,0
9/25/2025,19:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.13,0,32.74,0,1.822,0,95.7,0,6.19,0,7.98,0,-82,6.17,28.581,0,7.58,0,1.224,2.01,8.15,0
9/25/2025,19:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.887,0,32.56,0,1.853,0,95,0,6.14,0,7.98,0,-81.5,6.17,28.604,0,7.6,0,1.228,2,8.07,0
9/25/2025,19:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.601,0,32.35,0,1.893,0,94.3,0,6.1,0,7.97,0,-81,6.16,28.644,0,9.08,0,1.231,2.03,8.22,0
9/25/2025,19:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.327,0,32.14,0,1.939,0,93.3,0,6.03,0,7.95,0,-80.3,6.17,28.717,0,9.9,0,1.224,2.53,10.22,0
9/25/2025,20:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.038,0,31.93,0,1.991,0,92.8,0,6.01,0,7.94,0,-79.6,6.16,28.779,0,8.99,0,1.226,1.98,8.02,0
9/25/2025,20:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.077,0,31.96,0,2.046,0,92.7,0,6,0,7.94,0,-79.6,6.16,28.766,0,9.28,0,1.218,2.12,8.57,0
9/25/2025,20:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.172,0,32.03,0,2.1,0,92.4,0,5.98,0,7.95,0,-79.8,6.17,28.738,0,9.88,0,1.218,2.47,9.97,0
9/25/2025,20:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.351,0,32.16,0,2.155,0,92.6,0,5.99,0,7.95,0,-80.2,6.16,28.683,0,9.37,0,1.219,2.16,8.75,0
9/25/2025,21:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.522,0,32.29,0,2.207,0,92.1,0,5.96,0,7.96,0,-80.4,6.16,28.627,0,7.14,0,1.218,1.93,7.8,0
9/25/2025,21:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.761,0,32.47,0,2.257,0,92,0,5.96,0,7.97,0,-80.9,6.16,28.558,0,7.34,0,1.216,2.11,8.54,0
9/25/2025,21:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.929,0,32.59,0,2.304,0,91.7,0,5.94,0,7.97,0,-81.2,6.16,28.507,0,4.45,0,1.215,1.81,7.3,0
9/25/2025,21:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.137,0,32.75,0,2.352,0,92,0,5.96,0,7.98,0,-81.6,6.17,28.437,0,4.35,0,1.225,1.74,7.05,0
9/25/2025,22:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.051,0,32.68,0,2.391,0,92.3,0,5.97,0,7.98,0,-81.7,6.16,28.461,0,4.42,0,1.226,1.65,6.67,0
9/25/2025,22:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.932,0,32.59,0,2.428,0,87.2,0,5.65,0,7.97,0,-81,6.16,28.47,0,4.14,0,1.225,1.81,7.32,0
9/25/2025,22:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.03,0,32.67,0,2.462,0,87.6,0,5.67,0,7.97,0,-81.1,6.15,28.47,0,3.97,0,1.221,1.58,6.39,0
9/25/2025,22:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.036,0,32.67,0,2.496,0,88.2,0,5.71,0,7.98,0,-81.5,6.16,28.459,0,4.2,0,1.219,1.89,7.65,0
9/25/2025,23:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.888,0,32.56,0,2.519,0,90.1,0,5.84,0,7.97,0,-81.2,6.16,28.51,0,4.98,0,1.217,2.66,10.75,0
9/25/2025,23:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.638,0,32.38,0,2.529,0,90.8,0,5.88,0,7.96,0,-80.4,6.15,28.575,0,5.24,0,1.215,1.79,7.25,0
9/25/2025,23:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.276,0,32.11,0,2.528,0,90.4,0,5.86,0,7.94,0,-79.6,6.16,28.611,0,8.81,0,1.217,2.06,8.33,0
9/25/2025,23:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.164,0,32.03,0,2.511,0,90,0,5.84,0,7.94,0,-79.4,6.15,28.635,0,7.98,0,1.228,1.74,7.04,0
9/26/2025,0:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.399,0,32.2,0,2.488,0,90.5,0,5.86,0,7.95,0,-79.7,6.16,28.614,0,7.59,0,1.226,1.85,7.5,0
9/26/2025,0:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.566,0,32.32,0,2.453,0,89.6,0,5.8,0,7.94,0,-79.3,6.16,28.608,0,6.52,0,1.22,1.56,6.3,0
9/26/2025,0:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.456,0,32.23,0,2.421,0,88.7,0,5.71,0,7.92,0,-78.1,6.15,28.922,0,6.22,0,1.225,1.45,5.87,0
9/26/2025,0:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.357,0,32.16,0,2.388,0,87.7,0,5.65,0,7.91,0,-77.5,6.15,28.983,0,6.57,0,1.216,1.37,5.54,0
9/26/2025,1:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.307,0,32.12,0,2.352,0,87.5,0,5.63,0,7.9,0,-77.1,6.15,29.047,0,6.55,0,1.219,1.39,5.62,0
9/26/2025,1:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.215,0,32.05,0,2.314,0,86.7,0,5.58,0,7.89,0,-76.7,6.15,29.079,0,6.94,0,1.22,1.34,5.41,0
9/26/2025,1:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.149,0,32,0,2.275,0,86.3,0,5.55,0,7.89,0,-76.3,6.16,29.112,0,6.79,0,1.219,1.35,5.47,0
9/26/2025,1:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.117,0,31.98,0,2.231,0,85.7,0,5.51,0,7.88,0,-75.9,6.15,29.098,0,7.08,0,1.222,1.45,5.85,0
9/26/2025,2:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.089,0,31.96,0,2.181,0,84.5,0,5.44,0,7.88,0,-75.8,6.15,29.084,0,6.17,0,1.23,1.29,5.2,0
9/26/2025,2:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.166,0,32.02,0,2.134,0,81.3,0,5.25,0,7.88,0,-76,6.14,28.845,0,5.46,0,1.222,1.28,5.18,0
9/26/2025,2:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.181,0,32.04,0,2.087,0,78.6,0,5.09,0,7.88,0,-75.9,6.15,28.743,0,5.77,0,1.219,1.19,4.8,0
9/26/2025,2:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.153,0,32.01,0,2.046,0,80.4,0,5.19,0,7.87,0,-75.2,6.15,28.849,0,4.76,0,1.219,1.11,4.49,0
9/26/2025,3:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.154,0,32.01,0,2.005,0,80,0,5.17,0,7.87,0,-75.2,6.14,28.796,0,5.01,0,1.226,1.15,4.66,0
9/26/2025,3:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.161,0,32.03,0,1.964,0,78.1,0,5.06,0,7.86,0,-74.6,6.15,28.619,0,6.4,0,1.229,1.25,5.07,0
9/26/2025,3:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.172,0,32.03,0,1.922,0,82.8,0,5.35,0,7.88,0,-75.9,6.14,28.815,0,5.49,0,1.223,1.24,5.01,0
9/26/2025,3:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.176,0,32.03,0,1.885,0,81.5,0,5.27,0,7.88,0,-75.5,6.15,28.742,0,6.04,0,1.221,1.23,4.96,0
9/26/2025,4:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.183,0,32.04,0,1.846,0,81.3,0,5.27,0,7.88,0,-75.6,6.15,28.674,0,5.38,0,1.215,1.25,5.04,0
9/26/2025,4:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.202,0,32.05,0,1.81,0,80.5,0,5.22,0,7.87,0,-75.2,6.14,28.653,0,5.72,0,1.219,1.24,5.02,0
9/26/2025,4:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.256,0,32.1,0,1.776,0,80.8,0,5.24,0,7.88,0,-75.8,6.15,28.55,0,5.66,0,1.232,1.27,5.14,0
9/26/2025,4:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.376,0,32.19,0,1.743,0,79.7,0,5.18,0,7.88,0,-75.8,6.14,28.414,0,5.48,0,1.225,1.23,4.99,0
9/26/2025,5:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.486,0,32.27,0,1.716,0,77.4,0,5.03,0,7.88,0,-75.5,6.14,28.338,0,6.02,0,1.22,1.11,4.47,0
9/26/2025,5:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.412,0,32.22,0,1.693,0,74.3,0,4.85,0,7.87,0,-74.7,6.14,28.156,0,6.55,0,1.215,1.12,4.52,0
9/26/2025,5:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.47,0,32.27,0,1.672,0,73.4,0,4.79,0,7.86,0,-74.4,6.14,28.146,0,7.04,0,1.218,1.12,4.54,0
9/26/2025,5:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.474,0,32.27,0,1.663,0,74,0,4.82,0,7.86,0,-74.7,6.14,28.181,0,8.7,0,1.23,1.15,4.65,0
9/26/2025,6:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.849,0,32.54,0,1.659,0,80.1,0,5.22,0,7.92,0,-77.8,6.13,28.154,0,10.55,0,1.224,1.29,5.2,0
9/26/2025,6:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.018,0,32.68,0,1.667,0,79.8,0,5.22,0,7.93,0,-78.4,6.14,27.854,0,10.12,0,1.222,1.35,5.45,0
9/26/2025,6:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.063,0,32.71,0,1.684,0,83.4,0,5.45,0,7.95,0,-80.1,6.14,27.928,0,8.01,0,1.222,1.33,5.4,0
9/26/2025,6:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.548,0,32.32,0,1.712,0,83.9,0,5.48,0,7.94,0,-79.2,6.13,28.095,0,7.21,0,1.222,1.32,5.34,0
9/26/2025,7:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.611,0,31.63,0,1.75,0,82.5,0,5.39,0,7.91,0,-77.3,6.14,28.261,0,8.31,0,1.229,1.45,5.86,0
9/26/2025,7:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,47.516,0,30.83,0,1.79,0,80.4,0,5.27,0,7.86,0,-74.6,6.12,28.432,0,9.25,0,1.233,1.55,6.27,0
9/26/2025,7:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,46.516,0,30.1,0,1.846,0,78,0,5.12,0,7.82,0,-71.8,6.12,28.558,0,11.14,0,1.232,1.79,7.25,0
9/26/2025,7:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,45.923,0,29.67,0,1.905,0,76.6,0,5.03,0,7.79,0,-70.2,6.13,28.611,0,14.7,0,1.232,2.1,8.48,0
9/26/2025,8:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,46.378,0,30,0,1.966,0,77.7,0,5.1,0,7.81,0,-71.6,6.12,28.563,0,11.71,0,1.233,1.85,7.5,0
9/26/2025,8:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,47.048,0,30.49,0,2.032,0,79.7,0,5.23,0,7.85,0,-73.7,6.13,28.464,0,9.14,0,1.232,1.63,6.6,0
9/26/2025,8:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,47.86,0,31.09,0,2.103,0,80.9,0,5.3,0,7.88,0,-75.8,6.12,28.329,0,9.19,0,1.233,1.64,6.62,0
9/26/2025,8:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.807,0,31.78,0,2.167,0,82.9,0,5.42,0,7.92,0,-77.9,6.13,28.173,0,8.32,0,1.229,1.59,6.42,0
9/26/2025,9:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.369,0,32.19,0,2.232,0,83.9,0,5.48,0,7.94,0,-79.3,6.13,28.061,0,6.66,0,1.228,1.46,5.92,0
9/26/2025,9:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.73,0,32.46,0,2.296,0,84.8,0,5.54,0,7.95,0,-80.1,6.12,27.967,0,5.62,0,1.223,1.26,5.1,0
9/26/2025,9:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.757,0,32.48,0,2.358,0,83.9,0,5.48,0,7.96,0,-80.4,6.13,27.962,0,6.69,0,1.224,1.2,4.84,0
9/26/2025,9:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.995,0,32.66,0,2.422,0,83.2,0,5.44,0,7.96,0,-80.3,6.12,27.908,0,4.95,0,1.224,1.3,5.26,0
9/26/2025,10:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.253,0,32.85,0,2.479,0,85.9,0,5.62,0,7.97,0,-80.8,6.13,27.841,0,3.16,0,1.221,1.19,4.82,0
9/26/2025,10:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.469,0,33.01,0,2.531,0,85.7,0,5.6,0,7.97,0,-80.8,6.13,27.788,0,3.47,0,1.219,1.19,4.8,0
9/26/2025,10:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.509,0,33.04,0,2.571,0,76.8,0,5.02,0,7.94,0,-79.3,6.12,27.786,0,3.72,0,1.223,0.88,3.55,0
9/26/2025,10:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.533,0,33.06,0,2.61,0,72,0,4.71,0,7.92,0,-78,6.13,27.786,0,4.75,0,1.229,0.71,2.89,0
9/26/2025,11:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.323,0,32.9,0,2.644,0,82.4,0,5.38,0,7.96,0,-80.7,6.12,27.863,0,3.3,0,1.231,0.85,3.43,0
9/26/2025,11:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.171,0,32.79,0,2.673,0,85.2,0,5.57,0,7.97,0,-81.2,6.12,27.89,0,3.31,0,1.226,1.05,4.23,0
9/26/2025,11:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,50.021,0,32.68,0,2.691,0,85.3,0,5.58,0,7.97,0,-81,6.13,27.92,0,3.94,0,1.229,1.38,5.59,0
9/26/2025,11:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.836,0,32.54,0,2.694,0,85.8,0,5.61,0,7.96,0,-80.4,6.12,27.953,0,4.46,0,1.224,1.1,4.47,0
9/26/2025,12:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.637,0,32.39,0,2.69,0,83.7,0,5.47,0,7.93,0,-78.9,6.13,28.004,0,7.8,0,1.214,1.16,4.68,0
9/26/2025,12:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.397,0,32.21,0,2.677,0,81.7,0,5.33,0,7.91,0,-77.6,6.11,28.21,0,10.35,0,1.226,1.22,4.94,0
9/26/2025,12:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.252,0,32.1,0,2.653,0,80.2,0,5.21,0,7.88,0,-75.8,6.12,28.506,0,7.76,0,1.232,1.14,4.59,0
9/26/2025,12:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,49.019,0,31.92,0,2.618,0,81.3,0,5.27,0,7.87,0,-75.1,6.13,28.735,0,8.19,0,1.225,1.19,4.83,0
9/26/2025,13:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.853,0,31.79,0,2.586,0,82.5,0,5.33,0,7.86,0,-74.7,6.12,28.902,0,7.82,0,1.221,1.21,4.91,0
9/26/2025,13:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.652,0,31.64,0,2.549,0,84.8,0,5.47,0,7.86,0,-74.7,6.12,29.088,0,7.91,0,1.22,1.41,5.71,0
9/26/2025,13:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.686,0,31.66,0,2.507,0,85.4,0,5.5,0,7.85,0,-74.2,6.12,29.183,0,8.47,0,1.219,1.28,5.18,0
9/26/2025,13:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.752,0,31.71,0,2.468,0,84.8,0,5.46,0,7.85,0,-73.8,6.1,29.202,0,9.35,0,1.223,1.19,4.8,0
9/26/2025,14:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.667,0,31.64,0,2.423,0,85.4,0,5.49,0,7.84,0,-73.3,6.11,29.304,0,8.52,0,1.226,1.3,5.27,0
9/26/2025,14:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.661,0,31.64,0,2.373,0,86.6,0,5.56,0,7.84,0,-73.5,6.11,29.406,0,8.61,0,1.224,1.39,5.62,0
9/26/2025,14:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.62,0,31.61,0,2.323,0,85.9,0,5.51,0,7.83,0,-73.1,6.09,29.429,0,8.42,0,1.231,1.4,5.67,0
9/26/2025,14:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.62,0,31.6,0,2.276,0,88.3,0,5.65,0,7.85,0,-73.8,6.09,29.568,0,7.73,0,1.222,1.4,5.66,0
9/26/2025,15:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.594,0,31.58,0,2.229,0,88.8,0,5.68,0,7.85,0,-73.9,6.11,29.629,0,7.16,0,1.222,1.44,5.82,0
9/26/2025,15:15, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.593,0,31.58,0,2.186,0,88.1,0,5.63,0,7.84,0,-73.7,6.12,29.671,0,6.85,0,1.223,1.55,6.29,0
9/26/2025,15:30, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.591,0,31.58,0,2.144,0,82.8,0,5.29,0,7.83,0,-72.7,6.11,29.692,0,5.65,0,1.233,1.24,5.01,0
9/26/2025,15:45, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.596,0,31.58,0,2.1,0,69.4,0,4.43,0,7.77,0,-69.3,6.12,29.706,0,6.24,0,1.23,1.11,4.48,0
9/26/2025,16:00, ,gtmfmwq_24G103006_092525_091500.bin,Fort Matanzas,GTMNERR,0,48.553,0,31.55,0,2.077,0,85.9,0,5.48,0,7.85,0,-74.3,6.11,29.747,0,7.04,0,1.234,1.54,6.23,0
