"Date","Time","Temp","SpCond","Sal","DO_pct","DO_mgl","Level","pH","Turb","ChlorophyllRFU","ChlFluor","fDOMQSU","fDOMRFU"
2025-08-01,"8:45","33.8","25.73","15.5","20.7","1.4","-0.21","7.1","8","","7.1","",""
2025-08-01,"9:00","33.7","23.96","14.4","21.6","1.4","-0.22","7.1","7","","7.4","",""
2025-08-01,"9:15","33.9","25.7","15.5","22.7","1.5","-0.23","7.1","7","","7.2","",""
2025-08-01,"9:30","33.8","24.7","14.9","20.2","1.3","-0.24","7.1","7","","7.6","",""
2025-08-01,"9:45","33.8","24.04","14.4","20.4","1.3","-0.25","7.1","8","","7.9","",""
2025-08-01,"10:00","33.5","22.13","13.2","21.5","1.4","-0.26","7.1","7","","7.9","",""
2025-08-01,"10:15","33.4","20.94","12.4","21.1","1.4","-0.26","7.1","7","","8.1","",""
2025-08-01,"10:30","33","17.66","10.3","23.2","1.6","-0.27","7","7","","8.7","",""
2025-08-01,"10:45","32.8","13.34","7.6","25.7","1.8","-0.28","7","7","","9.3","",""
2025-08-01,"11:00","32.7","12.09","6.8","26","1.8","-0.28","7","6","","9.6","",""
2025-08-01,"11:15","32.7","13.96","8","24.6","1.7","-0.3","7","7","","9.3","",""
2025-08-01,"11:30","32.9","17.74","10.4","21.5","1.5","-0.3","7","7","","8.8","",""
2025-08-01,"11:45","33","17.45","10.2","21.1","1.4","-0.31","7","7","","8.7","",""
2025-08-01,"12:00","32.8","15.71","9.1","21.8","1.5","-0.31","7","7","","8.7","",""
2025-08-01,"12:15","32.7","12.14","6.9","24.5","1.7","-0.31","7","6","","9.4","",""
2025-08-01,"12:30","32.6","11.47","6.5","27.6","1.9","-0.29","7","8","","9.9","",""
2025-08-01,"12:45","32.5","7.68","4.2","36.7","2.6","-0.28","6.9","8","","9.9","",""
2025-08-01,"13:00","32.6","7.22","3.9","40.9","2.9","-0.26","6.9","12","","10.4","",""
2025-08-01,"13:15","33.5","7.32","4","46.4","3.2","-0.24","6.9","11","","10.4","",""
2025-08-01,"13:30","33.9","9.02","5","52.8","3.6","-0.2","7","14","","10.9","",""
2025-08-01,"13:45","34.3","15.73","9.1","50.1","3.4","-0.18","7","16","","11.1","",""
2025-08-01,"14:00","34.4","15.57","9","50.1","3.4","-0.16","7.1","16","","10.9","",""
2025-08-01,"14:15","34.8","12.63","7.1","56.8","3.8","-0.13","7.1","15","","11.2","",""
2025-08-01,"14:30","34.4","16.87","9.8","48","3.2","-0.1","7.1","15","","10.7","",""
2025-08-01,"14:45","34.4","18.77","11","44.8","3","-0.07","7.1","13","","9.8","",""
2025-08-01,"15:00","34.7","18.42","10.8","53.2","3.5","-0.04","7.1","15","","10.6","",""
2025-08-01,"15:15","35.1","17.81","10.4","60.1","3.9","0","7.2","16","","11.6","",""
2025-08-01,"15:30","35.6","19.48","11.4","67.9","4.4","0.04","7.2","17","","11.7","",""
2025-08-01,"15:45","35.6","21.59","12.8","72.1","4.6","0.07","7.3","18","","11.8","",""
2025-08-01,"16:00","35.9","23.68","14.1","79.3","5","0.1","7.4","19","","12","",""
2025-08-01,"16:15","35.8","25.24","15.2","75.3","4.8","0.12","7.4","16","","10.4","",""
2025-08-01,"16:30","35.9","26.4","15.9","77","4.9","0.14","7.4","17","","11.3","",""
2025-08-01,"16:45","36","26.83","16.2","77.1","4.8","0.15","7.4","16","","11.5","",""
2025-08-01,"17:00","36","27.29","16.5","75.3","4.7","0.16","7.4","14","","10.1","",""
2025-08-01,"17:15","35.8","27.83","16.9","55.8","3.5","0.15","7.3","10","","7.5","",""
2025-08-01,"17:30","35.7","27.93","17","51.4","3.2","0.15","7.3","11","","7.1","",""
2025-08-01,"17:45","35.7","27.44","16.6","65.3","4.1","0.13","7.4","14","","9.4","",""
2025-08-01,"18:00","35.5","27.07","16.4","62.2","3.9","0.11","7.3","14","","8.7","",""
2025-08-01,"18:15","35.4","26.04","15.7","61","3.9","0.09","7.3","13","","9.1","",""
2025-08-01,"18:30","35.6","24.23","14.5","65","4.1","0.07","7.3","13","","10","",""
2025-08-01,"18:45","35.5","24.87","14.9","57.4","3.7","0.05","7.3","13","","8.9","",""
2025-08-01,"19:00","35.4","24.98","15","53.7","3.4","0.03","7.3","10","","8.2","",""
2025-08-01,"19:15","35.2","26.75","16.2","54.3","3.5","0.01","7.3","13","","8.9","",""
2025-08-01,"19:30","35.2","25.36","15.3","51","3.3","-0.01","7.3","12","","8.8","",""
2025-08-01,"19:45","35.1","25.99","15.7","54.7","3.5","-0.03","7.3","14","","9.7","",""
2025-08-01,"20:00","35","24.5","14.7","54.1","3.5","-0.05","7.3","14","","9.9","",""
2025-08-01,"20:15","35","24.82","14.9","54.6","3.5","-0.06","7.3","14","","10","",""
2025-08-01,"20:30","35","25.04","15","52.5","3.4","-0.08","7.3","12","","9.2","",""
2025-08-01,"20:45","35","25.77","15.5","43.3","2.8","-0.1","7.2","10","","8","",""
2025-08-01,"21:00","34.9","25.91","15.6","38.2","2.5","-0.11","7.2","9","","8.1","",""
2025-08-01,"21:15","34.9","25.93","15.6","42.9","2.8","-0.13","7.2","8","","8.1","",""
2025-08-01,"21:30","35","25.4","15.3","38.4","2.5","-0.15","7.2","8","","7.5","",""
2025-08-01,"21:45","34.9","25.4","15.3","39.8","2.6","-0.17","7.2","8","","7.9","",""
2025-08-01,"22:00","34.9","25.21","15.2","38.9","2.5","-0.18","7.2","8","","8.1","",""
2025-08-01,"22:15","34.8","24.84","14.9","37.1","2.4","-0.19","7.2","8","","7.9","",""
2025-08-01,"22:30","34.7","23.58","14.1","33.8","2.2","-0.21","7.2","8","","7.9","",""
2025-08-01,"22:45","34.6","22.23","13.2","31.6","2.1","-0.22","7.1","8","","8.3","",""
2025-08-01,"23:00","34.5","21.03","12.4","28.4","1.9","-0.23","7.1","7","","8.1","",""
2025-08-01,"23:15","34.3","20.12","11.9","28","1.8","-0.24","7.1","7","","8.2","",""
2025-08-01,"23:30","34.3","19.99","11.8","29.2","1.9","-0.25","7.1","7","","8.5","",""
2025-08-01,"23:45","34.4","21.24","12.6","30.2","2","-0.26","7.1","6","","8.2","",""
2025-08-02,"0:00","34.3","20.14","11.9","28.2","1.9","-0.27","7.1","7","","8.1","",""
2025-08-02,"0:15","34.3","20.7","12.2","28.7","1.9","-0.27","7.1","8","","8.4","",""
2025-08-02,"0:30","34.1","19.06","11.2","27.8","1.9","-0.28","7.1","6","","8.3","",""
2025-08-02,"0:45","33.8","17.04","9.9","26.8","1.8","-0.28","7.1","7","","8.5","",""
2025-08-02,"1:00","33.6","16.07","9.3","27.4","1.9","-0.28","7","6","","8.5","",""
2025-08-02,"1:15","33.3","12.32","7","30.8","2.1","-0.27","7","7","","9.2","",""
2025-08-02,"1:30","33.3","11.6","6.5","34.5","2.4","-0.26","7","7","","9.7","",""
2025-08-02,"1:45","32.1","9.25","5.1","43.2","3.1","-0.24","7","11","","10.3","",""
2025-08-02,"2:00","32.6","9.07","5","43.6","3.1","-0.23","7","9","","9.9","",""
2025-08-02,"2:15","32.6","10.26","5.7","43.3","3","-0.21","7","11","","10.1","",""
2025-08-02,"2:30","32.6","11.67","6.6","46.4","3.2","-0.19","7","12","","10.1","",""
2025-08-02,"2:45","32.2","11.63","6.6","47.9","3.4","-0.17","7.1","10","","9.9","",""
2025-08-02,"3:00","32.8","13.37","7.6","46.1","3.2","-0.15","7.1","11","","10","",""
2025-08-02,"3:15","32.9","15.16","8.7","42.2","2.9","-0.13","7.1","11","","9.7","",""
2025-08-02,"3:30","33.7","18.78","11","46","3.1","-0.1","7.1","17","","10.1","",""
2025-08-02,"3:45","33.3","17.77","10.4","47.3","3.2","-0.08","7.1","12","","9.9","",""
2025-08-02,"4:00","33.7","20.92","12.4","40.5","2.7","-0.06","7.1","11","","8.6","",""
2025-08-02,"4:15","33.7","20.9","12.4","39.4","2.6","-0.05","7.1","10","","9","",""
2025-08-02,"4:30","33.9","22.53","13.4","45.5","3","-0.03","7.2","13","","9.4","",""
2025-08-02,"4:45","33.9","23.7","14.2","36.1","2.4","-0.02","7.1","8","","7.9","",""
2025-08-02,"5:00","33.9","24.44","14.7","32.3","2.1","-0.02","7.2","8","","7.5","",""
2025-08-02,"5:15","33.7","25.08","15.1","32.5","2.1","-0.02","7.2","8","","7.5","",""
2025-08-02,"5:30","33.7","25.44","15.3","32.4","2.1","-0.03","7.2","8","","7.4","",""
2025-08-02,"5:45","34.3","27.01","16.4","30.3","2","-0.04","7.2","9","","7.1","",""
2025-08-02,"6:00","34.5","27.2","16.5","42","2.7","-0.05","7.2","14","","8.3","",""
2025-08-02,"6:15","34.5","26.62","16.1","42.9","2.8","-0.07","7.2","14","","6.8","",""
2025-08-02,"6:30","34.6","26.57","16.1","41.1","2.6","-0.09","7.2","14","","8.2","",""
2025-08-02,"6:45","34.5","26.31","15.9","37","2.4","-0.1","7.2","14","","8.7","",""
2025-08-02,"7:00","34.5","26.76","16.2","30.6","2","-0.11","7.2","10","","7.4","",""
2025-08-02,"7:15","34.5","26.7","16.2","31.5","2","-0.13","7.2","9","","7.2","",""
2025-08-02,"7:30","34.5","25.98","15.7","27.2","1.8","-0.14","7.2","8","","7.1","",""
2025-08-02,"7:45","34.4","25.5","15.4","23.8","1.5","-0.16","7.2","8","","7.1","",""
2025-08-02,"8:00","34.4","25.38","15.3","27.2","1.8","-0.17","7.2","8","","7.7","",""
2025-08-02,"8:15","34.5","25.87","15.6","29.4","1.9","-0.19","7.2","9","","7.5","",""
2025-08-02,"8:30","34.4","25.61","15.4","26.5","1.7","-0.2","7.2","8","","7.2","",""
2025-08-02,"8:45","34.4","25.25","15.2","27.8","1.8","-0.22","7.2","8","","7.6","",""
2025-08-02,"9:00","34.4","25.2","15.2","26.6","1.7","-0.23","7.1","9","","7.4","",""
2025-08-02,"9:15","34.4","24.89","15","28.2","1.8","-0.24","7.2","10","","7.8","",""
2025-08-02,"9:30","34.2","24.07","14.4","24.1","1.6","-0.25","7.1","8","","7.5","",""
2025-08-02,"9:45","34.2","24.23","14.5","26.3","1.7","-0.26","7.1","7","","7.7","",""
2025-08-02,"10:00","34.3","24.49","14.7","27.2","1.8","-0.27","7.1","8","","7.5","",""
2025-08-02,"10:15","34.3","24.47","14.7","27.1","1.8","-0.28","7.1","10","","8","",""
2025-08-02,"10:30","34.4","24.59","14.8","23.7","1.5","-0.29","7.1","9","","7.7","",""
2025-08-02,"10:45","34.2","23.13","13.8","23.4","1.5","-0.3","7.1","9","","7.8","",""
2025-08-02,"11:00","33.8","21.46","12.7","23.8","1.6","-0.31","7.1","8","","7.9","",""
2025-08-02,"11:15","33.6","20.1","11.9","27.1","1.8","-0.32","7.1","7","","8.9","",""
2025-08-02,"11:30","33.3","18.47","10.8","24.3","1.6","-0.32","7.1","9","","8.5","",""
2025-08-02,"11:45","33.5","19.86","11.7","25.3","1.7","-0.33","7.1","8","","8.7","",""
2025-08-02,"12:00","33.2","17.33","10.1","22.5","1.5","-0.33","7.1","8","","8.2","",""
2025-08-02,"12:15","33.3","18.93","11.1","29.1","2","-0.35","7.1","8","","8.6","",""
2025-08-02,"12:30","33.5","20.07","11.8","23.9","1.6","-0.35","7.1","7","","8","",""
2025-08-02,"12:45","32.9","14.12","8.1","25.1","1.7","-0.34","7","6","","8.5","",""
2025-08-02,"13:00","32.3","7.27","4","35.6","2.5","-0.33","7","8","","9.2","",""
2025-08-02,"13:15","32.4","10.47","5.9","31.1","2.2","-0.32","7","8","","9.1","",""
2025-08-02,"13:30","33.2","9.92","5.5","49.8","3.5","-0.31","7.1","19","","10.4","",""
2025-08-02,"13:45","33","8.66","4.8","47.1","3.3","-0.29","7","12","","9.7","",""
2025-08-02,"14:00","33.3","9.6","5.3","46.7","3.3","-0.27","7","13","","9.7","",""
2025-08-02,"14:15","33.6","10.14","5.6","52.2","3.6","-0.25","7.1","15","","10.2","",""
2025-08-02,"14:30","34.3","11.57","6.5","58.5","4","-0.23","7.1","16","","10.4","",""
2025-08-02,"14:45","34.3","13.61","7.8","53.8","3.6","-0.2","7.1","15","","10.2","",""
2025-08-02,"15:00","34.4","13.06","7.4","56.7","3.8","-0.17","7.1","15","","10.7","",""
2025-08-02,"15:15","34.5","14.57","8.3","58.3","3.9","-0.14","7.1","15","","10.8","",""
2025-08-02,"15:30","34.8","14.23","8.1","65","4.3","-0.11","7.2","15","","11.5","",""
2025-08-02,"15:45","34.7","17.38","10.1","62.3","4.1","-0.07","7.2","17","","11.4","",""
2025-08-02,"16:00","34.7","20.81","12.3","62.8","4.1","-0.04","7.3","24","","11.6","",""
2025-08-02,"16:15","34.8","22.44","13.3","64.2","4.2","0","7.3","21","","12.1","",""
2025-08-02,"16:30","34.8","23.99","14.4","67.1","4.3","0.04","7.4","27","","12","",""
2025-08-02,"16:45","35.1","26.17","15.8","78.6","5","0.08","7.5","27","","12.5","",""
2025-08-02,"17:00","35.2","26.71","16.2","84.5","5.4","0.11","7.6","26","","12.9","",""
2025-08-02,"17:15","35.2","27.63","16.8","88.3","5.6","0.14","7.6","25","","13.3","",""
2025-08-02,"17:30","35.3","28.55","17.4","90.8","5.7","0.16","7.6","24","","13.2","",""
2025-08-02,"17:45","35.3","29.68","18.1","92.1","5.8","0.18","7.7","25","","12.4","",""
2025-08-02,"18:00","35.2","30.49","18.7","91.5","5.7","0.19","7.7","22","","10","",""
2025-08-02,"18:15","35.1","30.27","18.5","88.1","5.5","0.2","7.6","18","","9.7","",""
2025-08-02,"18:30","35.1","31.51","19.4","88.6","5.5","0.19","7.6","20","","9.3","",""
2025-08-02,"18:45","35.1","31.32","19.2","75.1","4.7","0.18","7.6","15","","7.4","",""
2025-08-02,"19:00","35.1","32.25","19.9","84.9","5.3","0.16","7.6","18","","8","",""
2025-08-02,"19:15","35.1","30.81","18.9","82.7","5.2","0.15","7.6","18","","10.3","",""
2025-08-02,"19:30","35.1","29.87","18.3","83.2","5.2","0.13","7.6","20","","9.9","",""
2025-08-02,"19:45","35.2","29.07","17.7","86.2","5.4","0.11","7.6","21","","11.5","",""
2025-08-02,"20:00","35","27.79","16.9","76.6","4.9","0.09","7.5","16","","9.9","",""
2025-08-02,"20:15","35","26.78","16.2","74.4","4.7","0.06","7.5","17","","10.4","",""
2025-08-02,"20:30","35.1","27.72","16.8","74.8","4.8","0.05","7.5","18","","10.1","",""
2025-08-02,"20:45","35","27.43","16.6","64","4.1","0.03","7.4","15","","9.1","",""
2025-08-02,"21:00","34.9","26.83","16.2","73","4.7","0.01","7.5","18","","11.4","",""
2025-08-02,"21:15","34.8","26.38","15.9","69.1","4.4","0","7.4","17","","11","",""
2025-08-02,"21:30","34.8","26.27","15.9","68.4","4.4","-0.02","7.4","17","","10.9","",""
2025-08-02,"21:45","34.8","26.94","16.3","62.6","4","-0.04","7.4","15","","9.3","",""
2025-08-02,"22:00","34.7","26.17","15.8","63.3","4.1","-0.06","7.4","17","","10.5","",""
2025-08-02,"22:15","34.5","23.7","14.2","58.5","3.8","-0.08","7.3","15","","10.5","",""
2025-08-02,"22:30","34.6","25.46","15.3","59.3","3.8","-0.1","7.4","15","","10.7","",""
2025-08-02,"22:45","34.5","24.3","14.6","56.6","3.7","-0.11","7.3","15","","10.6","",""
2025-08-02,"23:00","34.7","25.66","15.5","53.9","3.5","-0.13","7.3","13","","9.6","",""
2025-08-02,"23:15","34.6","25.15","15.1","46.5","3","-0.15","7.3","10","","8.6","",""
2025-08-02,"23:30","34.5","24.34","14.6","43.1","2.8","-0.17","7.3","12","","9","",""
2025-08-02,"23:45","34.4","24.25","14.5","40.9","2.7","-0.18","7.2","10","","8.6","",""
2025-08-03,"0:00","34.4","24.35","14.6","43.5","2.8","-0.19","7.3","11","","8.8","",""
2025-08-03,"0:15","34.2","22.98","13.7","36.8","2.4","-0.2","7.2","9","","8.4","",""
2025-08-03,"0:30","34","21.23","12.6","32.6","2.2","-0.21","7.2","9","","8.5","",""
2025-08-03,"0:45","33.9","20.43","12.1","34.2","2.3","-0.21","7.2","9","","8.8","",""
2025-08-03,"1:00","33.7","19.68","11.6","34.1","2.3","-0.21","7.1","8","","8.8","",""
2025-08-03,"1:15","33.5","18.06","10.6","37","2.5","-0.2","7.1","10","","9.1","",""
2025-08-03,"1:30","33.1","16.1","9.3","36.5","2.5","-0.19","7.1","10","","8.8","",""
2025-08-03,"1:45","32.5","14.87","8.6","43.4","3","-0.17","7.1","10","","9.6","",""
2025-08-03,"2:00","32.5","15.05","8.7","45.6","3.2","-0.16","7.1","11","","9.7","",""
2025-08-03,"2:15","32.4","16.17","9.4","44.5","3.1","-0.13","7.1","10","","9.3","",""
2025-08-03,"2:30","32.5","17.8","10.4","45.3","3.1","-0.11","7.2","10","","9.2","",""
2025-08-03,"2:45","32.4","18.1","10.6","48.9","3.4","-0.09","7.2","11","","9.7","",""
2025-08-03,"3:00","32.4","18.52","10.9","48.5","3.3","-0.06","7.2","11","","9.7","",""
2025-08-03,"3:15","32.7","19.91","11.8","51.5","3.5","-0.04","7.2","11","","10.1","",""
2025-08-03,"3:30","32.6","19.97","11.8","50.3","3.4","-0.01","7.2","13","","10.1","",""
2025-08-03,"3:45","32.6","21.63","12.9","52.4","3.5","0.02","7.3","12","","10.2","",""
2025-08-03,"4:00","32.7","22.48","13.4","54.5","3.7","0.04","7.3","11","","9.9","",""
2025-08-03,"4:15","32.9","24.44","14.7","53.8","3.6","0.07","7.3","14","","9.4","",""
2025-08-03,"4:30","32.6","25.33","15.3","56","3.7","0.1","7.4","15","","10","",""
2025-08-03,"4:45","32.7","27.52","16.7","56.1","3.7","0.12","7.4","16","","9.6","",""
2025-08-03,"5:00","32.5","27.59","16.8","55.1","3.7","0.14","7.4","14","","9.3","",""
2025-08-03,"5:15","32.2","27.14","16.5","54.3","3.6","0.16","7.4","14","","9.6","",""
2025-08-03,"5:30","32.1","27.94","17","53.2","3.5","0.17","7.4","14","","8.7","",""
2025-08-03,"5:45","32.2","28.72","17.6","51.3","3.4","0.18","7.4","11","","7.9","",""
2025-08-03,"6:00","32.4","30.25","18.6","41.6","2.7","0.18","7.3","13","","7.3","",""
2025-08-03,"6:15","32.5","30.68","18.9","43","2.8","0.17","7.4","10","","6.7","",""
2025-08-03,"6:30","32.7","31.75","19.6","41","2.7","0.16","7.4","15","","7.4","",""
2025-08-03,"6:45","32.7","31.01","19.1","46.4","3","0.14","7.4","15","","8.2","",""
2025-08-03,"7:00","32.6","29.46","18","50.1","3.3","0.13","7.4","15","","8.6","",""
2025-08-03,"7:15","32.6","29.51","18.1","42.4","2.8","0.11","7.4","15","","8","",""
2025-08-03,"7:30","32.6","29.07","17.8","39.9","2.6","0.09","7.3","13","","7.9","",""
2025-08-03,"7:45","32.7","27.96","17","42.5","2.8","0.07","7.4","14","","8.4","",""
2025-08-03,"8:00","32.9","29.25","17.9","34.8","2.3","0.05","7.3","11","","8.3","",""
2025-08-03,"8:15","32.9","28.78","17.6","46.4","3","0.03","7.4","16","","9.9","",""
2025-08-03,"8:30","33","27.1","16.5","50","3.3","0.01","7.4","17","","9.7","",""
2025-08-03,"8:45","33.1","27.98","17","48.8","3.2","-0.01","7.4","17","","9.8","",""
2025-08-03,"9:00","33.1","26.41","16","49","3.2","-0.03","7.3","15","","9.5","",""
2025-08-03,"9:15","33.1","28.13","17.2","45.1","3","-0.05","7.3","16","","9.7","",""
2025-08-03,"9:30","33","28.04","17.1","43.9","2.9","-0.07","7.3","15","","10.5","",""
2025-08-03,"9:45","33.1","27.45","16.7","45.4","3","-0.09","7.3","14","","9.6","",""
2025-08-03,"10:00","33.1","28.14","17.2","38.9","2.5","-0.11","7.3","12","","8.9","",""
2025-08-03,"10:15","33.1","28.22","17.2","36.5","2.4","-0.12","7.3","11","","8.1","",""
2025-08-03,"10:30","33.1","26.9","16.3","33.7","2.2","-0.14","7.3","13","","8.6","",""
2025-08-03,"10:45","33.1","26.56","16.1","31.3","2.1","-0.16","7.3","11","","8","",""
2025-08-03,"11:00","33.2","27.03","16.4","30.1","2","-0.17","7.3","11","","8","",""
2025-08-03,"11:15","33.1","24.86","15","29.8","2","-0.18","7.2","10","","7.8","",""
2025-08-03,"11:30","33","21.67","12.9","36.7","2.5","-0.18","7.2","10","","8.6","",""
2025-08-03,"11:45","33","21.25","12.6","32.6","2.2","-0.19","7.2","10","","8.3","",""
2025-08-03,"12:00","33","19.62","11.6","34","2.3","-0.2","7.1","9","","8.6","",""
2025-08-03,"12:15","32.9","19.67","11.6","34.3","2.3","-0.21","7.1","10","","8.7","",""
2025-08-03,"12:30","32.9","19.25","11.3","32.4","2.2","-0.2","7.1","9","","8.8","",""
2025-08-03,"12:45","33.2","18.34","10.7","39.1","2.6","-0.18","7.1","14","","8.9","",""
2025-08-03,"13:00","33.5","16.37","9.5","48.2","3.3","-0.17","7.1","12","","9","",""
2025-08-03,"13:15","33.6","16.11","9.3","43.7","3","-0.16","7.1","11","","9.2","",""
2025-08-03,"13:30","33.9","15.14","8.7","51.4","3.5","-0.14","7.1","12","","9.6","",""
2025-08-03,"13:45","34.6","15.75","9.1","64.5","4.3","-0.12","7.2","14","","11.7","",""
2025-08-03,"14:00","34.5","17.57","10.2","62.7","4.2","-0.09","7.2","11","","11.8","",""
2025-08-03,"14:15","34.6","15.75","9.1","64.5","4.3","-0.12","7.2","14","","11.7","",""
2025-08-03,"14:30","34.5","17.57","10.2","62.7","4.2","-0.09","7.2","11","","11.8","",""
2025-08-03,"14:45","34.4","19.79","11.6","62.2","4.1","-0.07","7.2","14","","11","",""
2025-08-03,"15:00","34.3","19.89","11.7","61","4","-0.04","7.3","15","","11.6","",""
2025-08-06,"11:00","30.489","20.35","12.07","42.4","2.97","0.19","6.96","12.79","2.68","10.8","109.47","36.57"
2025-08-06,"11:15","30.729","17.681","10.35","44.6","3.14","0.173","6.96","10.76","2.67","10.76","112.49","37.58"
2025-08-06,"11:30","30.89","17.519","10.24","45","3.16","0.15","6.95","11.01","2.65","10.66","112.28","37.51"
2025-08-06,"11:45","30.894","18.303","10.74","44.7","3.14","0.128","6.95","12.96","2.69","10.83","111.26","37.17"
2025-08-06,"12:00","30.815","17.797","10.42","41.4","2.91","0.112","6.95","10.43","2.58","10.4","111.78","37.34"
2025-08-06,"12:15","30.955","16.393","9.53","43.2","3.05","0.095","6.94","10.5","2.65","10.68","112.91","37.72"
2025-08-06,"12:30","31.049","16.809","9.79","43.8","3.08","0.074","6.94","11.1","2.58","10.39","112.54","37.59"
2025-08-06,"12:45","31.249","15.63","9.04","45","3.17","0.053","6.94","10.34","2.6","10.46","113.17","37.8"
2025-08-06,"13:00","31.001","17.58","10.28","41.3","2.9","0.035","6.93","11.76","2.53","10.17","111.78","37.34"
2025-08-06,"13:15","31.194","14.533","8.36","43.4","3.07","0.02","6.93","10.17","2.56","10.31","113.59","37.94"
2025-08-06,"13:30","31.05","15.151","8.75","41.2","2.92","-0.001","6.92","10.35","2.55","10.27","113.39","37.87"
2025-08-06,"13:45","31.097","15.937","9.24","41.8","2.95","-0.022","6.92","11.61","2.54","10.23","113.03","37.76"
2025-08-06,"14:00","31.21","13.784","7.89","41.4","2.93","-0.035","6.91","9.85","2.48","10.01","113.96","38.07"
2025-08-06,"14:15","31.025","14.833","8.55","35.9","2.55","-0.046","6.91","11.6","2.42","9.76","112.47","37.57"
2025-08-06,"14:30","31.174","14.016","8.04","39.3","2.79","-0.061","6.91","10.24","2.49","10.02","113.68","37.97"
2025-08-06,"14:45","31.231","13.352","7.62","39.4","2.8","-0.077","6.9","9.05","2.46","9.91","114.47","38.24"
2025-08-06,"15:00","31.051","14.382","8.27","36.8","2.61","-0.085","6.9","9.23","2.36","9.51","112.76","37.67"
2025-08-06,"15:15","31.099","14.142","8.12","33.2","2.36","-0.087","6.9","8.69","2.28","9.18","112.19","37.48"
2025-08-06,"15:30","31.188","13.42","7.67","33.8","2.4","-0.09","6.89","8.6","2.29","9.24","112.21","37.48"
2025-08-06,"15:45","31.241","12.936","7.37","33.9","2.41","-0.086","6.89","8.37","2.36","9.51","112.23","37.49"
2025-08-06,"16:00","31.324","12.004","6.79","38.6","2.75","-0.073","6.89","8.27","2.48","10","115.37","38.53"
