Date,Time,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Level,F_Level,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,fDOMQSU,fDOMRFU,pH,F_pH,pHmV,BATTERY,Temp,F_Temp,Turb,F_Turb,WIPERPOSITIONVOLT,ChlFluor,F_ChlFluor,Chlorophyllug/L
1/7/2026,18:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,31.182,0,19.45,0,-0.056,0,88.8,0,7.37,0,53.2,17.81,7.62,0,-59.9,5.8,18.8,0,6.59,0,1.196,2.29,0,9.16
1/7/2026,18:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,33.024,0,20.72,0,-0.074,0,88.3,0,7.26,0,50.81,17.01,7.63,0,-60.5,5.81,18.91,0,6.84,0,1.189,2.59,0,10.38
1/7/2026,19:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,32.794,0,20.56,0,-0.089,0,87.1,0,7.16,0,50.04,16.75,7.63,0,-60.4,5.79,18.906,0,5.72,0,1.184,2.59,0,10.41
1/7/2026,19:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,31.699,0,19.8,0,-0.105,0,85.8,0,7.1,0,50.25,16.82,7.61,0,-59.4,5.8,18.816,0,5.78,0,1.19,2.38,0,9.56
1/7/2026,19:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,31.843,0,19.9,0,-0.118,0,86.2,0,7.13,0,49.73,16.65,7.61,0,-59.5,5.8,18.8,0,5.73,0,1.191,2.04,0,8.18
1/7/2026,19:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,32.188,0,20.14,0,-0.132,0,82.9,0,6.85,0,49.68,16.63,7.59,0,-57.9,5.8,18.775,0,5.44,0,1.197,2.65,0,10.63
1/7/2026,20:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,31.748,0,19.84,0,-0.145,0,82.1,0,6.8,0,50.17,16.79,7.59,0,-58.1,5.8,18.735,0,4.83,0,1.202,2.05,0,8.22
1/7/2026,20:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,31.094,0,19.39,0,-0.157,0,80.5,0,6.7,0,50.11,16.77,7.57,0,-56.7,5.79,18.677,0,4.52,0,1.194,2.39,0,9.57
1/7/2026,20:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,30.788,0,19.18,0,-0.167,0,80.5,0,6.71,0,50.48,16.9,7.55,0,-55.5,5.79,18.625,0,4.22,0,1.189,1.95,0,7.81
1/7/2026,20:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,29.963,0,18.62,0,-0.177,0,81.5,0,6.82,0,51.26,17.16,7.57,0,-56.6,5.8,18.597,0,4.3,0,1.187,1.99,0,7.97
1/7/2026,21:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,29.575,0,18.35,0,-0.186,0,78.5,0,6.58,0,52.8,17.67,7.52,0,-53.9,5.79,18.585,0,3.68,0,1.184,1.48,0,5.93
1/7/2026,21:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,29.022,0,17.98,0,-0.194,0,79.3,0,6.67,0,54.6,18.28,7.54,0,-55.3,5.8,18.58,0,2.09,0,1.191,1.77,0,7.08
1/7/2026,21:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,27.862,0,17.19,0,-0.202,0,81.3,0,6.87,0,54.1,18.11,7.54,0,-55.2,5.79,18.57,0,3.06,0,1.191,1.69,0,6.77
1/7/2026,21:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,27.682,0,17.07,0,-0.21,0,83.3,0,7.04,0,54.22,18.15,7.55,0,-55.5,5.79,18.557,0,4.75,0,1.192,2.13,0,8.52
1/7/2026,22:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,27.5,0,16.95,0,-0.217,0,80.2,0,6.79,0,53.44,17.89,7.52,0,-54.1,5.8,18.54,0,4.1,0,1.202,1.95,0,7.81
1/7/2026,22:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,26.791,0,16.47,0,-0.22,0,81.8,0,6.94,0,55.89,18.71,7.53,0,-54.3,5.79,18.522,0,4.32,0,1.191,1.97,0,7.88
1/7/2026,22:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,26.177,0,16.06,0,-0.219,0,83.7,0,7.13,0,56.49,18.91,7.53,0,-54.4,5.8,18.51,0,5,0,1.184,2.4,0,9.61
1/7/2026,22:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,25.07,0,15.32,0,-0.209,0,85.5,0,7.31,0,59.31,19.85,7.54,0,-54.8,5.78,18.529,0,5.24,0,1.187,2.25,0,9.03
1/7/2026,23:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,23.434,0,14.23,0,-0.196,0,85.8,0,7.39,0,60.79,20.35,7.52,0,-53.7,5.79,18.53,0,5.92,0,1.193,2.05,0,8.21
1/7/2026,23:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,21.797,0,13.15,0,-0.184,0,84.5,0,7.33,0,63.49,21.25,7.49,0,-52.3,5.8,18.454,0,5.59,0,1.191,2.65,0,10.61
1/7/2026,23:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,21.499,0,12.95,0,-0.17,0,85.1,0,7.4,0,64.02,21.43,7.5,0,-52.4,5.79,18.415,0,5.32,0,1.202,2.23,0,8.93
1/7/2026,23:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,21.406,0,12.89,0,-0.15,0,84.9,0,7.39,0,64.3,21.52,7.49,0,-52.2,5.79,18.356,0,5.36,0,1.194,2.38,0,9.53
1/8/2026,0:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,22.357,0,13.52,0,-0.129,0,85,0,7.36,0,63.13,21.13,7.5,0,-52.9,5.78,18.405,0,5.95,0,1.186,2.02,0,8.08
1/8/2026,0:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,23.282,0,14.13,0,-0.103,0,85.5,0,7.41,0,62.41,20.89,7.53,0,-54.3,5.79,18.236,0,5.71,0,1.191,1.9,0,7.6
1/8/2026,0:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,24.834,0,15.16,0,-0.079,0,86.5,0,7.41,0,60.88,20.38,7.54,0,-55.3,5.79,18.511,0,5.45,0,1.199,2.09,0,8.37
1/8/2026,0:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,25.158,0,15.37,0,-0.053,0,86.7,0,7.41,0,60.44,20.23,7.55,0,-55.7,5.78,18.489,0,5.38,0,1.188,2.22,0,8.91
1/8/2026,1:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,25.726,0,15.75,0,-0.023,0,86.5,0,7.39,0,59.75,20,7.56,0,-56.1,5.79,18.464,0,5.43,0,1.195,2.04,0,8.16
1/8/2026,1:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,27.384,0,16.87,0,0.007,0,86.1,0,7.3,0,57.61,19.28,7.58,0,-57.2,5.78,18.486,0,5.9,0,1.187,2.17,0,8.71
1/8/2026,1:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,28.341,0,17.51,0,0.038,0,86,0,7.26,0,56.67,18.97,7.59,0,-57.9,5.78,18.466,0,6.01,0,1.185,2,0,8
1/8/2026,1:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,29.433,0,18.26,0,0.069,0,85.6,0,7.19,0,55.47,18.57,7.6,0,-58.4,5.79,18.524,0,5.81,0,1.191,1.9,0,7.62
1/8/2026,2:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,32.099,0,20.08,0,0.097,0,84.6,0,6.98,0,51.89,17.37,7.62,0,-59.5,5.78,18.842,0,6,0,1.203,1.68,0,6.73
1/8/2026,2:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,32.25,0,20.18,0,0.123,0,83.5,0,6.91,0,52.46,17.56,7.62,0,-59.6,5.79,18.697,0,5.87,0,1.191,1.74,0,6.96
1/8/2026,2:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,33.236,0,20.86,0,0.144,0,82.6,0,6.81,0,50.91,17.04,7.62,0,-60,5.78,18.695,0,5.86,0,1.193,1.68,0,6.74
1/8/2026,2:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,34.928,0,22.03,0,0.154,0,81.8,0,6.68,0,48.03,16.08,7.64,0,-60.9,5.78,18.861,0,5.99,0,1.192,1.49,0,5.98
1/8/2026,3:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,36.693,0,23.27,0,0.152,0,79.8,0,6.42,0,43.06,14.41,7.64,0,-61,5.79,19.21,0,5.32,0,1.199,1.19,0,4.76
1/8/2026,3:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,36.972,0,23.46,0,0.138,0,77.9,0,6.26,0,42.56,14.25,7.64,0,-61.1,5.78,19.223,0,5.26,0,1.184,1.28,0,5.1
1/8/2026,3:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,37.663,0,23.94,0,0.121,0,77.8,0,6.22,0,41.4,13.86,7.65,0,-61.4,5.79,19.347,0,5.33,0,1.192,1.09,0,4.34
1/8/2026,3:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,36.758,0,23.31,0,0.106,0,80.3,0,6.45,0,44.3,14.83,7.65,0,-61.7,5.78,19.252,0,5.97,0,1.194,1.31,0,5.22
1/8/2026,4:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.895,0,22.71,0,0.091,0,81.2,0,6.56,0,45.29,15.16,7.65,0,-61.4,5.78,19.233,0,6.67,0,1.203,1.52,0,6.08
1/8/2026,4:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.911,0,22.72,0,0.071,0,80.4,0,6.49,0,45.64,15.28,7.64,0,-61,5.79,19.222,0,6.09,0,1.184,1.38,0,5.5
1/8/2026,4:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.329,0,22.31,0,0.053,0,79.9,0,6.47,0,45.3,15.16,7.63,0,-60.5,5.78,19.188,0,5.77,0,1.19,1.39,0,5.54
1/8/2026,4:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.744,0,22.6,0,0.035,0,80.7,0,6.52,0,46.31,15.5,7.63,0,-60.6,5.79,19.24,0,6.93,0,1.195,1.36,0,5.43
1/8/2026,5:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.862,0,22.68,0,0.017,0,80.4,0,6.49,0,45.56,15.25,7.63,0,-60.6,5.78,19.287,0,7,0,1.184,1.32,0,5.26
1/8/2026,5:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.261,0,22.27,0,0.003,0,79.8,0,6.46,0,45.23,15.14,7.63,0,-60.5,5.78,19.194,0,6.06,0,1.202,1.45,0,5.81
1/8/2026,5:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,36.063,0,22.82,0,-0.012,0,75.9,0,6.12,0,43.22,14.47,7.61,0,-59.5,5.78,19.257,0,5.86,0,1.201,1.43,0,5.71
1/8/2026,5:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.407,0,22.37,0,-0.029,0,76.3,0,6.17,0,44.64,14.94,7.6,0,-58.9,5.78,19.216,0,4.48,0,1.191,1.27,0,5.08
1/8/2026,6:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.165,0,22.2,0,-0.043,0,74.1,0,6,0,45.47,15.22,7.59,0,-58,5.78,19.211,0,5.69,0,1.195,1.14,0,4.54
1/8/2026,6:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,34.731,0,21.9,0,-0.058,0,75.2,0,6.1,0,44.97,15.05,7.6,0,-58.6,5.77,19.177,0,6.28,0,1.191,1.33,0,5.31
1/8/2026,6:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,35.266,0,22.27,0,-0.073,0,71.4,0,5.78,0,42.89,14.36,7.58,0,-57.4,5.77,19.207,0,5.16,0,1.195,1.17,0,4.66
1/8/2026,6:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,34.761,0,21.92,0,-0.087,0,73.6,0,5.98,0,43.91,14.7,7.57,0,-56.7,5.79,19.174,0,4.18,0,1.191,1.29,0,5.17
1/8/2026,7:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,34.519,0,21.75,0,-0.1,0,71.5,0,5.81,0,43.37,14.52,7.58,0,-57.7,5.77,19.156,0,5.3,0,1.185,1.36,0,5.44
1/8/2026,7:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,34.316,0,21.61,0,-0.111,0,75.5,0,6.14,0,44.05,14.74,7.6,0,-58.8,5.78,19.131,0,5,0,1.194,1.34,0,5.36
1/8/2026,7:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,34.012,0,21.4,0,-0.122,0,73.9,0,6.02,0,44.39,14.86,7.58,0,-57.4,5.78,19.106,0,5.61,0,1.187,1.42,0,5.67
1/8/2026,7:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,33.547,0,21.08,0,-0.134,0,72.6,0,5.94,0,44.44,14.88,7.58,0,-57.3,5.77,19.058,0,5.23,0,1.191,1.47,0,5.88
1/8/2026,8:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,32.888,0,20.62,0,-0.142,0,73.4,0,6.02,0,46.15,15.45,7.54,0,-54.9,5.77,18.991,0,4.81,0,1.201,1.35,0,5.38
1/8/2026,8:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,32.46,0,20.33,0,-0.152,0,77.7,0,6.39,0,48.01,16.07,7.58,0,-57.5,5.78,18.946,0,5.82,0,1.192,1.38,0,5.53
1/8/2026,8:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,31.988,0,20,0,-0.161,0,77,0,6.35,0,49.72,16.64,7.56,0,-56.5,5.78,18.9,0,5.47,0,1.192,1.27,0,5.07
1/8/2026,8:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,31.433,0,19.62,0,-0.17,0,76.1,0,6.3,0,48.68,16.29,7.56,0,-56.2,5.77,18.861,0,5.45,0,1.187,1.27,0,5.09
1/8/2026,9:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,31.412,0,19.61,0,-0.179,0,74.6,0,6.18,0,48.94,16.38,7.54,0,-55.2,5.77,18.853,0,5.15,0,1.201,1.37,0,5.48
1/8/2026,9:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,30.77,0,19.17,0,-0.183,0,74,0,6.15,0,49.74,16.65,7.51,0,-53.6,5.77,18.793,0,5.03,0,1.192,1.47,0,5.9
1/8/2026,9:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,30.634,0,19.07,0,-0.189,0,73.8,0,6.14,0,48.9,16.37,7.53,0,-54.5,5.77,18.773,0,5.59,0,1.186,1.44,0,5.74
1/8/2026,9:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,30.39,0,18.91,0,-0.196,0,74.4,0,6.19,0,49.12,16.44,7.53,0,-54.2,5.77,18.764,0,5.09,0,1.184,1.42,0,5.7
1/8/2026,10:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,29.959,0,18.61,0,-0.202,0,74.2,0,6.2,0,50.08,16.76,7.52,0,-53.9,5.78,18.716,0,5.44,0,1.201,1.4,0,5.59
1/8/2026,10:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,29.37,0,18.21,0,-0.204,0,75,0,6.29,0,51.71,17.31,7.52,0,-53.9,5.76,18.66,0,5.92,0,1.197,1.31,0,5.22
1/8/2026,10:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,28.583,0,17.68,0,-0.206,0,76.1,0,6.41,0,53,17.74,7.51,0,-53.3,5.78,18.578,0,6.72,0,1.191,1.3,0,5.19
1/8/2026,10:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,27.034,0,16.63,0,-0.199,0,76.2,0,6.47,0,55.62,18.62,7.5,0,-52.4,5.76,18.44,0,5.44,0,1.186,1.62,0,6.5
1/8/2026,11:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,26.162,0,16.05,0,-0.188,0,77.6,0,6.63,0,58.98,19.74,7.49,0,-52.1,5.77,18.382,0,5.12,0,1.183,2.37,0,9.5
1/8/2026,11:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,23.077,0,13.99,0,-0.175,0,76.4,0,6.64,0,62.09,20.79,7.45,0,-49.7,5.77,18.099,0,5.84,0,1.185,1.64,0,6.55
1/8/2026,11:30, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,20.757,0,12.47,0,-0.161,0,79.6,0,7,0,64.82,21.7,7.45,0,-49.9,5.76,17.947,0,5.86,0,1.191,1.96,0,7.84
1/8/2026,11:45, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,21.497,0,12.95,0,-0.144,0,84.6,0,7.39,0,63.83,21.37,7.49,0,-52.3,5.77,18.19,0,7.34,0,1.201,1.97,0,7.88
1/8/2026,12:00, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,20.247,0,12.13,0,-0.123,0,85.5,0,7.48,0,64.28,21.52,7.48,0,-51.6,5.76,18.28,0,6.15,0,1.19,1.98,0,7.92
1/8/2026,12:15, ,gtmpcwq_24G103008_010726_050000.bin,Pellicer Creek,GTMNERR,0,23.203,0,14.07,0,-0.104,0,87,0,7.51,0,60.36,20.2,7.52,0,-54.1,5.77,18.422,0,7.24,0,1.193,1.81,0,7.26
